Phytochemical,Link
Kaempferol-3-O-?-L-rhamnopyranosyl-?-D-glucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-L-rhamnopyranosyl-%3F-D-glucopyranoside
Kaempferol-3-O-?-Rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-Rutinoside
Kaempferol-3-O-??- D-glucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F%3F-+D-glucopyranoside
Kaempferol-3-O-??- rhamnopyranosyl-1(1?6)-??-D rhamnopyranosyl-(1?2)-??-D D-glucoronopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F%3F-+rhamnopyranosyl-1%281%3F6%29-%3F%3F-D+rhamnopyranosyl-%281%3F2%29-%3F%3F-D+D-glucoronopyranoside
Kaempferol-3-O-??-D-glucuronide,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F%3F-D-glucuronide
Kaempferol-3-O-??-Lglucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F%3F-Lglucopyranoside
"KAEMPFEROL-3-O-ALPHA-L-(2,3-DI-TRANS-P-COUMAROYL-RHAMNOPYRANOSIDE)",https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-ALPHA-L-%282%2C3-DI-TRANS-P-COUMAROYL-RHAMNOPYRANOSIDE%29
KAEMPFEROL-3-O-ALPHA-L-(3-TRANS-P-COUMAROYL-RHAMNOPYRANOSIDE),https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-ALPHA-L-%283-TRANS-P-COUMAROYL-RHAMNOPYRANOSIDE%29
Kaempferol-3-O-Alpha-L-Arabofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-Alpha-L-Arabofuranoside
Kaempferol-3-O-Alpha-L-Galactoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-Alpha-L-Galactoside
KAEMPFEROL-3-O-ALPHA-L-RHAMNOFURANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-ALPHA-L-RHAMNOFURANOSIDE
KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
Kaempferol-3-O-Alpha-L-Rhamnoside-Beta-D-Glucosyl...Pl,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-Alpha-L-Rhamnoside-Beta-D-Glucosyl...Pl
KAEMPFEROL-3-O-ARABINOSYL-7-O-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-ARABINOSYL-7-O-RHAMNOSIDE
KAEMPFEROL-3-O-BETA-D-2-(GLUCOSYL-RUTINOSIDE),https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-2-%28GLUCOSYL-RUTINOSIDE%29
KAEMPFEROL-3-O-BETA-D-DIGLUCOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-DIGLUCOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE
KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE
"KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL-(1,2)-BETA-D-6-ACETYL-GLUCOPYRANOSIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL-%281%2C2%29-BETA-D-6-ACETYL-GLUCOPYRANOSIDE
KAEMPFEROL-3-O-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-GLUCOSIDE
KAEMPFEROL-3-O-BETA-D-GLUCURONIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-GLUCURONIDE
KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
KAEMPFEROL-3-O-BETA-D-XYLOFURANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-XYLOFURANOSIDE
"KAEMPFEROL-3-O-BETA-D-XYLOFURANOSYL(1,2)-GALACTOPYRANOSIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-XYLOFURANOSYL%281%2C2%29-GALACTOPYRANOSIDE
KAEMPFEROL-3-O-BETA-D-XYLOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-D-XYLOPYRANOSIDE
KAEMPFEROL-3-O-BETA-GALACTOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-GALACTOPYRANOSIDE
KAEMPFEROL-3-O-BETA-GLUCOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-GLUCOPYRANOSIDE
KAEMPFEROL-3-O-BETA-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-RHAMNOSIDE
KAEMPFEROL-3-O-BETA-ROBINOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-ROBINOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE
KAEMPFEROL-3-O-BETA-RUTINOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-BETA-RUTINOSIDE
KAEMPFEROL-3-O-GLUCORHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-GLUCORHAMNOSIDE
KAEMPFEROL-3-O-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-GLUCOSIDE
Kaempferol-3-O-glucoside-7-O-rhamnoside...PL,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-glucoside-7-O-rhamnoside...PL
KAEMPFEROL-3-O-RHAMNODIGLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-RHAMNODIGLUCOSIDE
KAEMPFEROL-3-O-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-RHAMNOSIDE
KAEMPFEROL-3-O-RHAMNOSYL-RUTINOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-RHAMNOSYL-RUTINOSIDE
Kaempferol-3-O-robinobioside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-robinobioside
KAEMPFEROL-3-O-RUTINOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-RUTINOSIDE
KAEMPFEROL-3-O-RUTINOSIDE-7-O-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-RUTINOSIDE-7-O-GLUCOSIDE
Kaempferol-3-O?-Dxyloside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O%3F-Dxyloside
KAEMPFEROL-3-RHAMNOGLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RHAMNOGLUCOSIDE
KAEMPFEROL-3-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RHAMNOSIDE
KAEMPFEROL-3-RHAMNOSYL-(6'-ACETYL)GALACTOSIDE-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RHAMNOSYL-%286%27-ACETYL%29GALACTOSIDE-7-RHAMNOSIDE
KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE
Kaempferol-3-rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-rutinoside
KAEMPFEROL-3-RUTINOSYL-7-O-ALPHA-L-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RUTINOSYL-7-O-ALPHA-L-RHAMNOSIDE
KAEMPFEROL-3-RUTINOSYL-7-O-BETA-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-RUTINOSYL-7-O-BETA-GLUCOSIDE
Kaempferol-3-sambubioside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-sambubioside
kaempferol-3-sophoroside,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol-3-sophoroside
KAEMPFEROL-3-SOPHOROSIDE-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-SOPHOROSIDE-RHAMNOSIDE
KAEMPFEROL-3-SULFATE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-SULFATE
KAEMPFEROL-3-TRIGLUCOSIDE-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-TRIGLUCOSIDE-7-RHAMNOSIDE
Kaempferol-3-xylosylglucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-xylosylglucoside
"KAEMPFEROL-4',7-DIMETHYL-ETHER",https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-4%27%2C7-DIMETHYL-ETHER
KAEMPFEROL-4'-BETA-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-4%27-BETA-GLUCOSIDE
Kaempferol-7-Alpha-L-Rhamnofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-Alpha-L-Rhamnofuranoside
Kaempferol-7-Alpha-L-Rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-Alpha-L-Rhamnopyranoside
Kaempferol-7-Beta-L-Rhamnofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-Beta-L-Rhamnofuranoside
Kaempferol-7-Beta-L-Rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-Beta-L-Rhamnopyranoside
KAEMPFEROL-7-O-ALPHA-L-RHAMNOFURANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-7-O-ALPHA-L-RHAMNOFURANOSIDE
KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
Kaempferol-7-O-Beta-D-Glucoside-O-Alpha-L-Rhamnosyl...Pl,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-O-Beta-D-Glucoside-O-Alpha-L-Rhamnosyl...Pl
KAEMPFEROL-7-O-BETA-D-GLUCURONIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-7-O-BETA-D-GLUCURONIDE
KAEMPFEROL-7-O-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-7-O-GLUCOSIDE
KAEMPFEROL-7-O-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-7-O-RHAMNOSIDE
Kaempferol-7-rhamnoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-7-rhamnoside
Kaempferol3-O- ?-D-glucopyranosid,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol3-O-+%3F-D-glucopyranosid
kaempfolienol,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempfolienol
Kaempherol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempherol
Kaempherol 3-O-?-Larabinopyranosyl(1?2) ?-L-rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempherol+3-O-%3F-Larabinopyranosyl%281%3F2%29+%3F-L-rhamnopyranoside
Kaempteritrin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempteritrin
Kahweol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kahweol
Kaikasaponin III,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaikasaponin+III
Kainic Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Kainic+Acid
Kairatenol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kairatenol
Kakkalide,https://neist.res.in/osadhi/phytodetail.php?phyto=Kakkalide
Kakkalidone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kakkalidone
Kalbreclasine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kalbreclasine
Kalbretorine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kalbretorine
KALLSTROEMIN D,https://neist.res.in/osadhi/phytodetail.php?phyto=KALLSTROEMIN+D
Kammogenin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kammogenin
KANDELIN A-1,https://neist.res.in/osadhi/phytodetail.php?phyto=KANDELIN+A-1
Kanjone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kanjone
Kanokoside D,https://neist.res.in/osadhi/phytodetail.php?phyto=Kanokoside+D
Kanugin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kanugin
KANZONOL-R,https://neist.res.in/osadhi/phytodetail.php?phyto=KANZONOL-R
Karachic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Karachic+acid
KARAKIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KARAKIN
Karanjin,https://neist.res.in/osadhi/phytodetail.php?phyto=Karanjin
Karenin,https://neist.res.in/osadhi/phytodetail.php?phyto=Karenin
Kasuagamycin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kasuagamycin
Katonic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Katonic+acid
KAUR-15-EN-17-OL,https://neist.res.in/osadhi/phytodetail.php?phyto=KAUR-15-EN-17-OL
KAUR-16-EN-19-AL,https://neist.res.in/osadhi/phytodetail.php?phyto=KAUR-16-EN-19-AL
Kaur-16-en-19-oic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaur-16-en-19-oic+acid
KAUR-16-EN-19-OIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KAUR-16-EN-19-OIC-ACID
kaur-16-en-19-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=kaur-16-en-19-ol
KAUR-16-ENE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAUR-16-ENE
Kauran-18-al,https://neist.res.in/osadhi/phytodetail.php?phyto=Kauran-18-al
Kaurandiol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaurandiol+
KAURANE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAURANE
KAURENIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KAURENIC-ACID
KAWAINIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KAWAINIC-ACID
KAZINOL B,https://neist.res.in/osadhi/phytodetail.php?phyto=KAZINOL+B
Kelampayoside A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kelampayoside+A
Kelampayoside B,https://neist.res.in/osadhi/phytodetail.php?phyto=Kelampayoside+B
KERACYANIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KERACYANIN
Kessane,https://neist.res.in/osadhi/phytodetail.php?phyto=Kessane
KESSELRINGINE,https://neist.res.in/osadhi/phytodetail.php?phyto=KESSELRINGINE
keto alcohol,https://neist.res.in/osadhi/phytodetail.php?phyto=keto+alcohol
KETOGLUTARIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KETOGLUTARIC+ACID
Ketolactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Ketolactone
KETOPELENOLIDE B,https://neist.res.in/osadhi/phytodetail.php?phyto=KETOPELENOLIDE+B
Ketosteroids,https://neist.res.in/osadhi/phytodetail.php?phyto=Ketosteroids
Ketotifen,https://neist.res.in/osadhi/phytodetail.php?phyto=Ketotifen
Khasianine,https://neist.res.in/osadhi/phytodetail.php?phyto=Khasianine
KHELLACTONE,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLACTONE
KHELLIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLIN
KHELLININ,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLININ
KHELLINOL,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLINOL
KHELLINONE,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLINONE
KHELLOL,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLOL
KHELLOL-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLOL-GLUCOSIDE
KHELLOL-GLYCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KHELLOL-GLYCOSIDE
Khusene,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusene
Khusian-2-one,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusian-2-one+
Khusilal,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusilal
Khusimol,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusimol
Khusimone,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusimone
KHUSIMYL-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KHUSIMYL-ACID
Khusinodiol,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusinodiol
khusinol,https://neist.res.in/osadhi/phytodetail.php?phyto=khusinol
Khusinol acetate,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusinol+acetate+
Khusiol,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusiol
Khusitone,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusitone
Khusitoneol,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusitoneol+
Khusol,https://neist.res.in/osadhi/phytodetail.php?phyto=Khusol
Kidjolanin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kidjolanin
Kievitone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kievitone
kinetin,https://neist.res.in/osadhi/phytodetail.php?phyto=kinetin
KINETIN RIBOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KINETIN+RIBOSIDE
Kingiside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kingiside
KIRENOL,https://neist.res.in/osadhi/phytodetail.php?phyto=KIRENOL
Kobusone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kobusone
Koelzioside,https://neist.res.in/osadhi/phytodetail.php?phyto=Koelzioside
Koenigine,https://neist.res.in/osadhi/phytodetail.php?phyto=Koenigine
Koenoline,https://neist.res.in/osadhi/phytodetail.php?phyto=Koenoline
Koetjapic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Koetjapic+acid
KOETJAPIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KOETJAPIC-ACID
Kokoononol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kokoononol
Kokusaginine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kokusaginine
Kokzeylanol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kokzeylanol
Kokzeylanonol,https://neist.res.in/osadhi/phytodetail.php?phyto=Kokzeylanonol
Kolavelool (2 epimers),https://neist.res.in/osadhi/phytodetail.php?phyto=Kolavelool+%282+epimers%29
Kolavenic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Kolavenic+acid
KOLAVENOLIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KOLAVENOLIC+ACID
KOLAVIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KOLAVIC+ACID
KOLAVONIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KOLAVONIC+ACID
Kompasinol A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kompasinol+A
Koparin,https://neist.res.in/osadhi/phytodetail.php?phyto=Koparin+
Koprutin,https://neist.res.in/osadhi/phytodetail.php?phyto=Koprutin+
Kosotoxin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kosotoxin
Koumidine,https://neist.res.in/osadhi/phytodetail.php?phyto=Koumidine
Koumine,https://neist.res.in/osadhi/phytodetail.php?phyto=Koumine
KRYPTOGENIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KRYPTOGENIN
Kudzuisoflavone B,https://neist.res.in/osadhi/phytodetail.php?phyto=Kudzuisoflavone+B
Kudzusapogenol B,https://neist.res.in/osadhi/phytodetail.php?phyto=Kudzusapogenol+B
Kudzusapogenol C,https://neist.res.in/osadhi/phytodetail.php?phyto=Kudzusapogenol+C
Kukulkanin B,https://neist.res.in/osadhi/phytodetail.php?phyto=Kukulkanin+B
Kulactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kulactone
Kulinone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kulinone
Kulolactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kulolactone
Kumatakenin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kumatakenin
Kumujancine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kumujancine
Kumujantine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kumujantine
Kumujian A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kumujian+A
Kurchaline,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurchaline
Kurchamine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurchamine
Kurchessine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurchessine
kurchiline,https://neist.res.in/osadhi/phytodetail.php?phyto=kurchiline
Kurchiphyllamine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurchiphyllamine
Kurchiphylline,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurchiphylline
Kurcholessine,https://neist.res.in/osadhi/phytodetail.php?phyto=Kurcholessine
Kushenol C,https://neist.res.in/osadhi/phytodetail.php?phyto=Kushenol+C
Kushenol D,https://neist.res.in/osadhi/phytodetail.php?phyto=Kushenol+D
Kushenol E,https://neist.res.in/osadhi/phytodetail.php?phyto=Kushenol+E
Kusulactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Kusulactone
Kutkosid,https://neist.res.in/osadhi/phytodetail.php?phyto=Kutkosid
Kuwanon C,https://neist.res.in/osadhi/phytodetail.php?phyto=Kuwanon+C
KVANNIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KVANNIN
kynurenine,https://neist.res.in/osadhi/phytodetail.php?phyto=kynurenine
KYURENIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=KYURENIC-ACID
L(+)-Tyrosine,https://neist.res.in/osadhi/phytodetail.php?phyto=L%28%2B%29-Tyrosine
L(-)-Borneol,https://neist.res.in/osadhi/phytodetail.php?phyto=L%28-%29-Borneol
L-(+)-2-Aminobutyric-Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-2-Aminobutyric-Acid
L-(+)-Acetylhomoserine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Acetylhomoserine
L-(+)-ARABINOSE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-ARABINOSE
"l-(+)-Ascorbic acid 2,6-dihexadecanoate",https://neist.res.in/osadhi/phytodetail.php?phyto=l-%28%2B%29-Ascorbic+acid+2%2C6-dihexadecanoate
L-(+)-Bornesitol,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Bornesitol
L-(+)-Homoserine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Homoserine
L-(+)-Isoleucine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Isoleucine
L-(+)-LYSINE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-LYSINE
L-(+)-Norleucine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Norleucine
L-(+)-Quercitol,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28%2B%29-Quercitol
L-(-)-TRYPTOPHAN,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%28-%29-TRYPTOPHAN
"L-2,4-DIAMINOBUTYRIC ACID DIHYDROCHLORIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=L-2%2C4-DIAMINOBUTYRIC+ACID+DIHYDROCHLORIDE
L-3-Pyrazol-1-yl-alanine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-3-Pyrazol-1-yl-alanine
L-?-glutamyl-L-cysteine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-%3F-glutamyl-L-cysteine
"L-alanine, n-propargyloxycarbonyl-, dodecyl ester",https://neist.res.in/osadhi/phytodetail.php?phyto=L-alanine%2C+n-propargyloxycarbonyl-%2C+dodecyl+ester
"L-ALPHA,GAMMA-DIAMINOBUTYRIC ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=L-ALPHA%2CGAMMA-DIAMINOBUTYRIC+ACID
L-ALPHA-AMINO-BETA-HYDROXYBUTYRIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=L-ALPHA-AMINO-BETA-HYDROXYBUTYRIC-ACID
l-alpha-Curcumene,https://neist.res.in/osadhi/phytodetail.php?phyto=l-alpha-Curcumene
l-alpha-pinene,https://neist.res.in/osadhi/phytodetail.php?phyto=l-alpha-pinene
L-Aminobutyric-Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Aminobutyric-Acid
L-Arabinose,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Arabinose
l-asarinin,https://neist.res.in/osadhi/phytodetail.php?phyto=l-asarinin
L-Ascorbic Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Ascorbic+Acid
L-ASPARAGINE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-ASPARAGINE
L-ASPARTIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=L-ASPARTIC-ACID
L-AZETIDINE-2-CARBOXYLIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=L-AZETIDINE-2-CARBOXYLIC-ACID
L-BETA-CYANOALANINE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-BETA-CYANOALANINE
L-BETA-PINENE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-BETA-PINENE
L-camphor,https://neist.res.in/osadhi/phytodetail.php?phyto=L-camphor
L-CANALINE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-CANALINE
L-CANAVANINE,https://neist.res.in/osadhi/phytodetail.php?phyto=L-CANAVANINE
l-Cinnamoyl-3-acetyl-11-methoxy meliacarpinin,https://neist.res.in/osadhi/phytodetail.php?phyto=l-Cinnamoyl-3-acetyl-11-methoxy+meliacarpinin
L-CITRONELLIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=L-CITRONELLIC-ACID
L-Citrulline,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Citrulline
L-Cysteic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Cysteic+acid
L-cysteine,https://neist.res.in/osadhi/phytodetail.php?phyto=L-cysteine
L-Dopa,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Dopa
L-EPICATECHIN,https://neist.res.in/osadhi/phytodetail.php?phyto=L-EPICATECHIN
L-Fucitol,https://neist.res.in/osadhi/phytodetail.php?phyto=L-Fucitol+
