Phytochemicals,Link
Crocus sativus,https://cb.imsc.res.in/imppat/therapeutics/Crocus%20sativus
Crossandra infundibuliformis,https://cb.imsc.res.in/imppat/therapeutics/Crossandra%20infundibuliformis
Crotalaria agatiflora,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20agatiflora
Crotalaria alata,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20alata
Crotalaria albida,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20albida
Crotalaria angulata,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20angulata
Crotalaria assamica,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20assamica
Crotalaria barbata,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20barbata
Crotalaria brevidens,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20brevidens
Crotalaria breviflora,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20breviflora
Crotalaria burhia,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20burhia
Crotalaria calycina,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20calycina
Crotalaria candicans,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20candicans
Crotalaria ferruginea,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20ferruginea
Crotalaria grahamiana,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20grahamiana
Crotalaria hebecarpa,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20hebecarpa
Crotalaria incana,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20incana
Crotalaria juncea,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20juncea
Crotalaria laburnifolia,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20laburnifolia
Crotalaria linifolia,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20linifolia
Crotalaria madurensis,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20madurensis
Crotalaria medicaginea,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20medicaginea
Crotalaria micans,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20micans
Crotalaria mysorensis,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20mysorensis
Crotalaria nana,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20nana
Crotalaria pallida,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20pallida
Crotalaria paniculata,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20paniculata
Crotalaria ramosissima,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20ramosissima
Crotalaria retusa,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20retusa
Crotalaria rubiginosa,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20rubiginosa
Crotalaria scabrella,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20scabrella
Crotalaria sessiliflora,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20sessiliflora
Crotalaria spectabilis,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20spectabilis
Crotalaria stipularia,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20stipularia
Crotalaria tetragona,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20tetragona
Crotalaria trifoliastrum,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20trifoliastrum
Crotalaria triquetra,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20triquetra
Crotalaria umbellata,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20umbellata
Crotalaria verrucosa,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20verrucosa
Crotalaria walkeri,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20walkeri
Crotalaria wightiana,https://cb.imsc.res.in/imppat/therapeutics/Crotalaria%20wightiana
Croton bonplandianus,https://cb.imsc.res.in/imppat/therapeutics/Croton%20bonplandianus
Croton caudatus,https://cb.imsc.res.in/imppat/therapeutics/Croton%20caudatus
Croton joufra,https://cb.imsc.res.in/imppat/therapeutics/Croton%20joufra
Croton laccifer,https://cb.imsc.res.in/imppat/therapeutics/Croton%20laccifer
Croton persimilis,https://cb.imsc.res.in/imppat/therapeutics/Croton%20persimilis
Croton sublyratus,https://cb.imsc.res.in/imppat/therapeutics/Croton%20sublyratus
Croton tiglium,https://cb.imsc.res.in/imppat/therapeutics/Croton%20tiglium
Cryptocarya amygdalina,https://cb.imsc.res.in/imppat/therapeutics/Cryptocarya%20amygdalina
Cryptocarya wightiana,https://cb.imsc.res.in/imppat/therapeutics/Cryptocarya%20wightiana
Cryptocoryne spiralis,https://cb.imsc.res.in/imppat/therapeutics/Cryptocoryne%20spiralis
Cryptolepis dubia,https://cb.imsc.res.in/imppat/therapeutics/Cryptolepis%20dubia
Cryptolepis sinensis,https://cb.imsc.res.in/imppat/therapeutics/Cryptolepis%20sinensis
Cryptomeria japonica,https://cb.imsc.res.in/imppat/therapeutics/Cryptomeria%20japonica
Cryptostegia grandiflora,https://cb.imsc.res.in/imppat/therapeutics/Cryptostegia%20grandiflora
Cucumis melo,https://cb.imsc.res.in/imppat/therapeutics/Cucumis%20melo
Cucumis prophetarum,https://cb.imsc.res.in/imppat/therapeutics/Cucumis%20prophetarum
Cucumis sativus,https://cb.imsc.res.in/imppat/therapeutics/Cucumis%20sativus
Cucurbita ficifolia,https://cb.imsc.res.in/imppat/therapeutics/Cucurbita%20ficifolia
Cucurbita foetidissima,https://cb.imsc.res.in/imppat/therapeutics/Cucurbita%20foetidissima
Cucurbita maxima,https://cb.imsc.res.in/imppat/therapeutics/Cucurbita%20maxima
Cucurbita moschata,https://cb.imsc.res.in/imppat/therapeutics/Cucurbita%20moschata
Cucurbita pepo,https://cb.imsc.res.in/imppat/therapeutics/Cucurbita%20pepo
Cullen corylifolium,https://cb.imsc.res.in/imppat/therapeutics/Cullen%20corylifolium
Cullen plicatum,https://cb.imsc.res.in/imppat/therapeutics/Cullen%20plicatum
Cuminum cyminum,https://cb.imsc.res.in/imppat/therapeutics/Cuminum%20cyminum
Cunninghamia lanceolata,https://cb.imsc.res.in/imppat/therapeutics/Cunninghamia%20lanceolata
Cupressus cashmeriana,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20cashmeriana
Cupressus funebris,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20funebris
Cupressus lusitanica,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20lusitanica
Cupressus macrocarpa,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20macrocarpa
Cupressus sempervirens,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20sempervirens
Cupressus torulosa,https://cb.imsc.res.in/imppat/therapeutics/Cupressus%20torulosa
Curculigo orchioides,https://cb.imsc.res.in/imppat/therapeutics/Curculigo%20orchioides
Curcuma aeruginosa,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20aeruginosa
Curcuma amada,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20amada
Curcuma angustifolia,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20angustifolia
Curcuma aromatica,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20aromatica
Curcuma caesia,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20caesia
Curcuma longa,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20longa
Curcuma mangga,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20mangga
Curcuma zanthorrhiza,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20zanthorrhiza
Curcuma zedoaria,https://cb.imsc.res.in/imppat/therapeutics/Curcuma%20zedoaria
Cuscuta chinensis,https://cb.imsc.res.in/imppat/therapeutics/Cuscuta%20chinensis
Cuscuta epithymum,https://cb.imsc.res.in/imppat/therapeutics/Cuscuta%20epithymum
Cuscuta europaea,https://cb.imsc.res.in/imppat/therapeutics/Cuscuta%20europaea
Cuscuta reflexa,https://cb.imsc.res.in/imppat/therapeutics/Cuscuta%20reflexa
Cyamopsis tetragonoloba,https://cb.imsc.res.in/imppat/therapeutics/Cyamopsis%20tetragonoloba
Cyanotis arachnoidea,https://cb.imsc.res.in/imppat/therapeutics/Cyanotis%20arachnoidea
Cyanotis vaga,https://cb.imsc.res.in/imppat/therapeutics/Cyanotis%20vaga
Cyanthillium cinereum,https://cb.imsc.res.in/imppat/therapeutics/Cyanthillium%20cinereum
Cyanus depressus,https://cb.imsc.res.in/imppat/therapeutics/Cyanus%20depressus
Cyanus segetum,https://cb.imsc.res.in/imppat/therapeutics/Cyanus%20segetum
Cyathea gigantea,https://cb.imsc.res.in/imppat/therapeutics/Cyathea%20gigantea
Cyathea spinulosa,https://cb.imsc.res.in/imppat/therapeutics/Cyathea%20spinulosa
Cyathocline purpurea,https://cb.imsc.res.in/imppat/therapeutics/Cyathocline%20purpurea
Cyathula capitata,https://cb.imsc.res.in/imppat/therapeutics/Cyathula%20capitata
Cyathula prostrata,https://cb.imsc.res.in/imppat/therapeutics/Cyathula%20prostrata
Cycas beddomei,https://cb.imsc.res.in/imppat/therapeutics/Cycas%20beddomei
Cycas circinalis,https://cb.imsc.res.in/imppat/therapeutics/Cycas%20circinalis
Cycas revoluta,https://cb.imsc.res.in/imppat/therapeutics/Cycas%20revoluta
Cycas rumphii,https://cb.imsc.res.in/imppat/therapeutics/Cycas%20rumphii
Cyclamen hederifolium,https://cb.imsc.res.in/imppat/therapeutics/Cyclamen%20hederifolium
Cyclamen persicum,https://cb.imsc.res.in/imppat/therapeutics/Cyclamen%20persicum
Cyclamen purpurascens,https://cb.imsc.res.in/imppat/therapeutics/Cyclamen%20purpurascens
Cyclea barbata,https://cb.imsc.res.in/imppat/therapeutics/Cyclea%20barbata
Cyclea peltata,https://cb.imsc.res.in/imppat/therapeutics/Cyclea%20peltata
Cyclocarya paliurus,https://cb.imsc.res.in/imppat/therapeutics/Cyclocarya%20paliurus
Cyclospermum leptophyllum,https://cb.imsc.res.in/imppat/therapeutics/Cyclospermum%20leptophyllum
Cydonia oblonga,https://cb.imsc.res.in/imppat/therapeutics/Cydonia%20oblonga
Cymbalaria muralis,https://cb.imsc.res.in/imppat/therapeutics/Cymbalaria%20muralis
Cymbidium aloifolium,https://cb.imsc.res.in/imppat/therapeutics/Cymbidium%20aloifolium
Cymbidium iridioides,https://cb.imsc.res.in/imppat/therapeutics/Cymbidium%20iridioides
Cymbopogon caesius,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20caesius
Cymbopogon citratus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20citratus
Cymbopogon coloratus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20coloratus
Cymbopogon commutatus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20commutatus
Cymbopogon distans,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20distans
Cymbopogon flexuosus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20flexuosus
Cymbopogon jwarancusa,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20jwarancusa
Cymbopogon khasianus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20khasianus
Cymbopogon martini,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20martini
Cymbopogon microstachys,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20microstachys
Cymbopogon nardus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20nardus
Cymbopogon osmastonii,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20osmastonii
Cymbopogon pendulus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20pendulus
Cymbopogon pospischilii,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20pospischilii
Cymbopogon schoenanthus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20schoenanthus
Cymbopogon winterianus,https://cb.imsc.res.in/imppat/therapeutics/Cymbopogon%20winterianus
Cynanchum acutum,https://cb.imsc.res.in/imppat/therapeutics/Cynanchum%20acutum
Cynanchum auriculatum,https://cb.imsc.res.in/imppat/therapeutics/Cynanchum%20auriculatum
Cynara scolymus,https://cb.imsc.res.in/imppat/therapeutics/Cynara%20scolymus
Cynodon dactylon,https://cb.imsc.res.in/imppat/therapeutics/Cynodon%20dactylon
Cynoglossum wallichii,https://cb.imsc.res.in/imppat/therapeutics/Cynoglossum%20wallichii
Cynoglossum zeylanicum,https://cb.imsc.res.in/imppat/therapeutics/Cynoglossum%20zeylanicum
Cyperus articulatus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20articulatus
Cyperus bulbosus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20bulbosus
Cyperus corymbosus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20corymbosus
Cyperus difformis,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20difformis
Cyperus distans,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20distans
Cyperus esculentus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20esculentus
Cyperus iria,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20iria
Cyperus longus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20longus
Cyperus rotundus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20rotundus
Cyperus scariosus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20scariosus
Cyperus serotinus,https://cb.imsc.res.in/imppat/therapeutics/Cyperus%20serotinus
Cyphomandra betacea,https://cb.imsc.res.in/imppat/therapeutics/Cyphomandra%20betacea
Cystopteris fragilis,https://cb.imsc.res.in/imppat/therapeutics/Cystopteris%20fragilis
Cytisus scoparius,https://cb.imsc.res.in/imppat/therapeutics/Cytisus%20scoparius
Dactylicapnos macrocapnos,https://cb.imsc.res.in/imppat/therapeutics/Dactylicapnos%20macrocapnos
Dactylicapnos scandens,https://cb.imsc.res.in/imppat/therapeutics/Dactylicapnos%20scandens
Dactylis glomerata,https://cb.imsc.res.in/imppat/therapeutics/Dactylis%20glomerata
Dactyloctenium aegyptium,https://cb.imsc.res.in/imppat/therapeutics/Dactyloctenium%20aegyptium
Dactylorhiza incarnata,https://cb.imsc.res.in/imppat/therapeutics/Dactylorhiza%20incarnata
Daemonorops draco,https://cb.imsc.res.in/imppat/therapeutics/Daemonorops%20draco
Dahlia coccinea,https://cb.imsc.res.in/imppat/therapeutics/Dahlia%20coccinea
Dalbergia candenatensis,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20candenatensis
Dalbergia horrida,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20horrida
Dalbergia lanceolaria,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20lanceolaria
Dalbergia latifolia,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20latifolia
Dalbergia melanoxylon,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20melanoxylon
Dalbergia parviflora,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20parviflora
Dalbergia pervillei,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20pervillei
Dalbergia sissoides,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20sissoides
Dalbergia sissoo,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20sissoo
Dalbergia spinosa,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20spinosa
Dalbergia stipulacea,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20stipulacea
Dalbergia volubilis,https://cb.imsc.res.in/imppat/therapeutics/Dalbergia%20volubilis
Damnacanthus indicus,https://cb.imsc.res.in/imppat/therapeutics/Damnacanthus%20indicus
Daphne bholua,https://cb.imsc.res.in/imppat/therapeutics/Daphne%20bholua
Daphne mucronata,https://cb.imsc.res.in/imppat/therapeutics/Daphne%20mucronata
Daphne oleoides,https://cb.imsc.res.in/imppat/therapeutics/Daphne%20oleoides
Daphne papyracea,https://cb.imsc.res.in/imppat/therapeutics/Daphne%20papyracea
Daphniphyllum neilgherrense,https://cb.imsc.res.in/imppat/therapeutics/Daphniphyllum%20neilgherrense
Dasiphora fruticosa,https://cb.imsc.res.in/imppat/therapeutics/Dasiphora%20fruticosa
Dasymaschalon longiflorum,https://cb.imsc.res.in/imppat/therapeutics/Dasymaschalon%20longiflorum
Datisca cannabina,https://cb.imsc.res.in/imppat/therapeutics/Datisca%20cannabina
Datura ferox,https://cb.imsc.res.in/imppat/therapeutics/Datura%20ferox
Datura innoxia,https://cb.imsc.res.in/imppat/therapeutics/Datura%20innoxia
Datura metel,https://cb.imsc.res.in/imppat/therapeutics/Datura%20metel
Datura quercifolia,https://cb.imsc.res.in/imppat/therapeutics/Datura%20quercifolia
Datura stramonium,https://cb.imsc.res.in/imppat/therapeutics/Datura%20stramonium
Daucus carota,https://cb.imsc.res.in/imppat/therapeutics/Daucus%20carota
Daucus sativus,https://cb.imsc.res.in/imppat/therapeutics/Daucus%20sativus
Davidsonia pruriens,https://cb.imsc.res.in/imppat/therapeutics/Davidsonia%20pruriens
Decalepis arayalpathra,https://cb.imsc.res.in/imppat/therapeutics/Decalepis%20arayalpathra
Decalepis hamiltonii,https://cb.imsc.res.in/imppat/therapeutics/Decalepis%20hamiltonii
Decaschistia crotonifolia,https://cb.imsc.res.in/imppat/therapeutics/Decaschistia%20crotonifolia
Dehaasia kurzii,https://cb.imsc.res.in/imppat/therapeutics/Dehaasia%20kurzii
Delonix elata,https://cb.imsc.res.in/imppat/therapeutics/Delonix%20elata
Delonix regia,https://cb.imsc.res.in/imppat/therapeutics/Delonix%20regia
Delphinium brunonianum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20brunonianum
Delphinium caeruleum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20caeruleum
Delphinium cashmerianum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20cashmerianum
Delphinium denudatum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20denudatum
Delphinium elatum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20elatum
Delphinium semibarbatum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20semibarbatum
Delphinium staphisagria,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20staphisagria
Delphinium vestitum,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20vestitum
Delphinium zalil,https://cb.imsc.res.in/imppat/therapeutics/Delphinium%20zalil
Dendrobium amoenum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20amoenum
Dendrobium aphyllum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20aphyllum
Dendrobium chrysanthum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20chrysanthum
Dendrobium chrysotoxum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20chrysotoxum
Dendrobium cumulatum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20cumulatum
Dendrobium densiflorum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20densiflorum
Dendrobium fimbriatum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20fimbriatum
Dendrobium macraei,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20macraei
Dendrobium moschatum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20moschatum
Dendrobium nobile,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20nobile
Dendrobium polyanthum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20polyanthum
Dendrobium secundum,https://cb.imsc.res.in/imppat/therapeutics/Dendrobium%20secundum
Dendrocalamus strictus,https://cb.imsc.res.in/imppat/therapeutics/Dendrocalamus%20strictus
Dendrolobium triangulare,https://cb.imsc.res.in/imppat/therapeutics/Dendrolobium%20triangulare
Dendrophthoe elastica,https://cb.imsc.res.in/imppat/therapeutics/Dendrophthoe%20elastica
Dendrophthoe falcata,https://cb.imsc.res.in/imppat/therapeutics/Dendrophthoe%20falcata
Dendrophthoe pentandra,https://cb.imsc.res.in/imppat/therapeutics/Dendrophthoe%20pentandra
Derris benthamii,https://cb.imsc.res.in/imppat/therapeutics/Derris%20benthamii
Derris brevipes,https://cb.imsc.res.in/imppat/therapeutics/Derris%20brevipes
Derris elliptica,https://cb.imsc.res.in/imppat/therapeutics/Derris%20elliptica
Derris ferruginea,https://cb.imsc.res.in/imppat/therapeutics/Derris%20ferruginea
Derris malaccensis,https://cb.imsc.res.in/imppat/therapeutics/Derris%20malaccensis
Derris robusta,https://cb.imsc.res.in/imppat/therapeutics/Derris%20robusta
Derris scandens,https://cb.imsc.res.in/imppat/therapeutics/Derris%20scandens
Derris trifoliata,https://cb.imsc.res.in/imppat/therapeutics/Derris%20trifoliata
Descurainia sophia,https://cb.imsc.res.in/imppat/therapeutics/Descurainia%20sophia
Desmodium elegans,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20elegans
Desmodium gangeticum,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20gangeticum
Desmodium laxiflorum,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20laxiflorum
Desmodium multiflorum,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20multiflorum
Desmodium oojeinense,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20oojeinense
Desmodium styracifolium,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20styracifolium
Desmodium triflorum,https://cb.imsc.res.in/imppat/therapeutics/Desmodium%20triflorum
Desmos chinensis,https://cb.imsc.res.in/imppat/therapeutics/Desmos%20chinensis
Desmos cochinchinensis,https://cb.imsc.res.in/imppat/therapeutics/Desmos%20cochinchinensis
Deutzia compacta,https://cb.imsc.res.in/imppat/therapeutics/Deutzia%20compacta
Dianella ensifolia,https://cb.imsc.res.in/imppat/therapeutics/Dianella%20ensifolia
Dianthus barbatus,https://cb.imsc.res.in/imppat/therapeutics/Dianthus%20barbatus
Dianthus caryophyllus,https://cb.imsc.res.in/imppat/therapeutics/Dianthus%20caryophyllus
Dianthus chinensis,https://cb.imsc.res.in/imppat/therapeutics/Dianthus%20chinensis
Dicentra canadensis,https://cb.imsc.res.in/imppat/therapeutics/Dicentra%20canadensis
Dichroa febrifuga,https://cb.imsc.res.in/imppat/therapeutics/Dichroa%20febrifuga
Dichrocephala integrifolia,https://cb.imsc.res.in/imppat/therapeutics/Dichrocephala%20integrifolia
Dichrostachys cinerea,https://cb.imsc.res.in/imppat/therapeutics/Dichrostachys%20cinerea
Dicliptera chinensis,https://cb.imsc.res.in/imppat/therapeutics/Dicliptera%20chinensis
Dicoma tomentosa,https://cb.imsc.res.in/imppat/therapeutics/Dicoma%20tomentosa
Dicranopteris linearis,https://cb.imsc.res.in/imppat/therapeutics/Dicranopteris%20linearis
Dicranostigma lactucoides,https://cb.imsc.res.in/imppat/therapeutics/Dicranostigma%20lactucoides
Dictamnus albus,https://cb.imsc.res.in/imppat/therapeutics/Dictamnus%20albus
Didymocarpus aurantiacus,https://cb.imsc.res.in/imppat/therapeutics/Didymocarpus%20aurantiacus
Didymocarpus oblongus,https://cb.imsc.res.in/imppat/therapeutics/Didymocarpus%20oblongus
Didymocarpus pedicellatus,https://cb.imsc.res.in/imppat/therapeutics/Didymocarpus%20pedicellatus
Dieffenbachia seguine,https://cb.imsc.res.in/imppat/therapeutics/Dieffenbachia%20seguine
Digera muricata,https://cb.imsc.res.in/imppat/therapeutics/Digera%20muricata
Digitalis lanata,https://cb.imsc.res.in/imppat/therapeutics/Digitalis%20lanata
Digitalis purpurea,https://cb.imsc.res.in/imppat/therapeutics/Digitalis%20purpurea
Dillenia aurea,https://cb.imsc.res.in/imppat/therapeutics/Dillenia%20aurea
Dillenia indica,https://cb.imsc.res.in/imppat/therapeutics/Dillenia%20indica
Dillenia pentagyna,https://cb.imsc.res.in/imppat/therapeutics/Dillenia%20pentagyna
Dillenia scabrella,https://cb.imsc.res.in/imppat/therapeutics/Dillenia%20scabrella
Dimocarpus longan,https://cb.imsc.res.in/imppat/therapeutics/Dimocarpus%20longan
Dioscorea alata,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20alata
Dioscorea bulbifera,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20bulbifera
Dioscorea deltoidea,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20deltoidea
Dioscorea floribunda,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20floribunda
Dioscorea hispida,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20hispida
Dioscorea japonica,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20japonica
Dioscorea pentaphylla,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20pentaphylla
Dioscorea prazeri,https://cb.imsc.res.in/imppat/therapeutics/Dioscorea%20prazeri
Diospyros buxifolia,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20buxifolia
Diospyros candolleana,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20candolleana
Diospyros chloroxylon,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20chloroxylon
Diospyros discolor,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20discolor
Diospyros ebenum,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20ebenum
Diospyros exsculpta,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20exsculpta
Diospyros kaki,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20kaki
Diospyros lotus,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20lotus
Diospyros malabarica,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20malabarica
Diospyros melanoxylon,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20melanoxylon
Diospyros mollis,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20mollis
Diospyros montana,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20montana
Diospyros sylvatica,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20sylvatica
Diospyros variegata,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20variegata
Diospyros vera,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20vera
Diospyros virginiana,https://cb.imsc.res.in/imppat/therapeutics/Diospyros%20virginiana
Diplazium esculentum,https://cb.imsc.res.in/imppat/therapeutics/Diplazium%20esculentum
Diploclisia glaucescens,https://cb.imsc.res.in/imppat/therapeutics/Diploclisia%20glaucescens
Diplocyclos palmatus,https://cb.imsc.res.in/imppat/therapeutics/Diplocyclos%20palmatus
Diploknema butyracea,https://cb.imsc.res.in/imppat/therapeutics/Diploknema%20butyracea
Dipsacus fullonum,https://cb.imsc.res.in/imppat/therapeutics/Dipsacus%20fullonum
Dipsacus inermis,https://cb.imsc.res.in/imppat/therapeutics/Dipsacus%20inermis
Dipteracanthus prostratus,https://cb.imsc.res.in/imppat/therapeutics/Dipteracanthus%20prostratus
Dipterocarpus costatus,https://cb.imsc.res.in/imppat/therapeutics/Dipterocarpus%20costatus
Dipterocarpus gracilis,https://cb.imsc.res.in/imppat/therapeutics/Dipterocarpus%20gracilis
Dipterocarpus indicus,https://cb.imsc.res.in/imppat/therapeutics/Dipterocarpus%20indicus
Dipterocarpus retusus,https://cb.imsc.res.in/imppat/therapeutics/Dipterocarpus%20retusus
Dipterocarpus turbinatus,https://cb.imsc.res.in/imppat/therapeutics/Dipterocarpus%20turbinatus
Discladium squarrosum,https://cb.imsc.res.in/imppat/therapeutics/Discladium%20squarrosum
Dittrichia graveolens,https://cb.imsc.res.in/imppat/therapeutics/Dittrichia%20graveolens
Dodonaea viscosa,https://cb.imsc.res.in/imppat/therapeutics/Dodonaea%20viscosa
Dolichandra unguis-cati,https://cb.imsc.res.in/imppat/therapeutics/Dolichandra%20unguis-cati
