Phytochemicals,Link
Flueggea suffruticosa,https://cb.imsc.res.in/imppat/therapeutics/Flueggea%20suffruticosa
Flueggea virosa,https://cb.imsc.res.in/imppat/therapeutics/Flueggea%20virosa
Foeniculum vulgare,https://cb.imsc.res.in/imppat/therapeutics/Foeniculum%20vulgare
Forsythia viridissima,https://cb.imsc.res.in/imppat/therapeutics/Forsythia%20viridissima
Fragaria ananassa,https://cb.imsc.res.in/imppat/therapeutics/Fragaria%20ananassa
Fragaria chiloensis,https://cb.imsc.res.in/imppat/therapeutics/Fragaria%20chiloensis
Fragaria indica,https://cb.imsc.res.in/imppat/therapeutics/Fragaria%20indica
Fragaria vesca,https://cb.imsc.res.in/imppat/therapeutics/Fragaria%20vesca
Frangula purshiana,https://cb.imsc.res.in/imppat/therapeutics/Frangula%20purshiana
Fraxinus excelsior,https://cb.imsc.res.in/imppat/therapeutics/Fraxinus%20excelsior
Fraxinus floribunda,https://cb.imsc.res.in/imppat/therapeutics/Fraxinus%20floribunda
Fraxinus griffithii,https://cb.imsc.res.in/imppat/therapeutics/Fraxinus%20griffithii
Fraxinus hookeri,https://cb.imsc.res.in/imppat/therapeutics/Fraxinus%20hookeri
Fraxinus ornus,https://cb.imsc.res.in/imppat/therapeutics/Fraxinus%20ornus
Fritillaria cirrhosa,https://cb.imsc.res.in/imppat/therapeutics/Fritillaria%20cirrhosa
Fritillaria delavayi,https://cb.imsc.res.in/imppat/therapeutics/Fritillaria%20delavayi
Fritillaria imperialis,https://cb.imsc.res.in/imppat/therapeutics/Fritillaria%20imperialis
Fumana thymifolia,https://cb.imsc.res.in/imppat/therapeutics/Fumana%20thymifolia
Fumaria indica,https://cb.imsc.res.in/imppat/therapeutics/Fumaria%20indica
Fumaria officinalis,https://cb.imsc.res.in/imppat/therapeutics/Fumaria%20officinalis
Fumaria parviflora,https://cb.imsc.res.in/imppat/therapeutics/Fumaria%20parviflora
Fumaria vaillantii,https://cb.imsc.res.in/imppat/therapeutics/Fumaria%20vaillantii
Funtumia elastica,https://cb.imsc.res.in/imppat/therapeutics/Funtumia%20elastica
Furcraea foetida,https://cb.imsc.res.in/imppat/therapeutics/Furcraea%20foetida
Gaillardia aristata,https://cb.imsc.res.in/imppat/therapeutics/Gaillardia%20aristata
Gaillardia pulchella,https://cb.imsc.res.in/imppat/therapeutics/Gaillardia%20pulchella
Galega officinalis,https://cb.imsc.res.in/imppat/therapeutics/Galega%20officinalis
Galeopsis tetrahit,https://cb.imsc.res.in/imppat/therapeutics/Galeopsis%20tetrahit
Galinsoga parviflora,https://cb.imsc.res.in/imppat/therapeutics/Galinsoga%20parviflora
Galinsoga quadriradiata,https://cb.imsc.res.in/imppat/therapeutics/Galinsoga%20quadriradiata
Galium aparine,https://cb.imsc.res.in/imppat/therapeutics/Galium%20aparine
Galium asperifolium,https://cb.imsc.res.in/imppat/therapeutics/Galium%20asperifolium
Galium mollugo,https://cb.imsc.res.in/imppat/therapeutics/Galium%20mollugo
Galium verum,https://cb.imsc.res.in/imppat/therapeutics/Galium%20verum
Galphimia glauca,https://cb.imsc.res.in/imppat/therapeutics/Galphimia%20glauca
Garcinia atroviridis,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20atroviridis
Garcinia celebica,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20celebica
Garcinia cowa,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20cowa
Garcinia dulcis,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20dulcis
Garcinia gummi-gutta,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20gummi-gutta
Garcinia hanburyi,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20hanburyi
Garcinia huillensis,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20huillensis
Garcinia indica,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20indica
Garcinia livingstonei,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20livingstonei
Garcinia mangostana,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20mangostana
Garcinia morella,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20morella
Garcinia nervosa,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20nervosa
Garcinia pedunculata,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20pedunculata
Garcinia spicata,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20spicata
Garcinia talbotii,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20talbotii
Garcinia xanthochymus,https://cb.imsc.res.in/imppat/therapeutics/Garcinia%20xanthochymus
Gardenia gummifera,https://cb.imsc.res.in/imppat/therapeutics/Gardenia%20gummifera
Gardenia jasminoides,https://cb.imsc.res.in/imppat/therapeutics/Gardenia%20jasminoides
Gardenia latifolia,https://cb.imsc.res.in/imppat/therapeutics/Gardenia%20latifolia
Gardenia resinifera,https://cb.imsc.res.in/imppat/therapeutics/Gardenia%20resinifera
Garuga pinnata,https://cb.imsc.res.in/imppat/therapeutics/Garuga%20pinnata
Gaultheria fragrantissima,https://cb.imsc.res.in/imppat/therapeutics/Gaultheria%20fragrantissima
Gelsemium elegans,https://cb.imsc.res.in/imppat/therapeutics/Gelsemium%20elegans
Gelsemium sempervirens,https://cb.imsc.res.in/imppat/therapeutics/Gelsemium%20sempervirens
Gentiana argentea,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20argentea
Gentiana dahurica,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20dahurica
Gentiana depressa,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20depressa
Gentiana elwesii,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20elwesii
Gentiana kurroo,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20kurroo
Gentiana lutea,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20lutea
Gentiana olivieri,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20olivieri
Gentiana pedicellata,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20pedicellata
Gentiana prolata,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20prolata
Gentiana sikkimensis,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20sikkimensis
Gentiana spicata,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20spicata
Gentiana tibetica,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20tibetica
Gentiana veitchiorum,https://cb.imsc.res.in/imppat/therapeutics/Gentiana%20veitchiorum
Gentianopsis detonsa,https://cb.imsc.res.in/imppat/therapeutics/Gentianopsis%20detonsa
Gentianopsis paludosa,https://cb.imsc.res.in/imppat/therapeutics/Gentianopsis%20paludosa
Geranium carolinianum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20carolinianum
Geranium collinum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20collinum
Geranium nepalense,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20nepalense
Geranium platyanthum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20platyanthum
Geranium pratense,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20pratense
Geranium rectum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20rectum
Geranium robertianum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20robertianum
Geranium sibiricum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20sibiricum
Geranium wallichianum,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20wallichianum
Geranium wilfordii,https://cb.imsc.res.in/imppat/therapeutics/Geranium%20wilfordii
Gerbera gossypina,https://cb.imsc.res.in/imppat/therapeutics/Gerbera%20gossypina
Gerbera lanuginosa,https://cb.imsc.res.in/imppat/therapeutics/Gerbera%20lanuginosa
Gerbera piloselloides,https://cb.imsc.res.in/imppat/therapeutics/Gerbera%20piloselloides
Getonia floribunda,https://cb.imsc.res.in/imppat/therapeutics/Getonia%20floribunda
Geum macrophyllum,https://cb.imsc.res.in/imppat/therapeutics/Geum%20macrophyllum
Geum urbanum,https://cb.imsc.res.in/imppat/therapeutics/Geum%20urbanum
Ginkgo biloba,https://cb.imsc.res.in/imppat/therapeutics/Ginkgo%20biloba
Girardinia diversifolia,https://cb.imsc.res.in/imppat/therapeutics/Girardinia%20diversifolia
Girardinia palmata,https://cb.imsc.res.in/imppat/therapeutics/Girardinia%20palmata
Gisekia pharnaceoides,https://cb.imsc.res.in/imppat/therapeutics/Gisekia%20pharnaceoides
Givotia moluccana,https://cb.imsc.res.in/imppat/therapeutics/Givotia%20moluccana
Glaphyropteridopsis erubescens,https://cb.imsc.res.in/imppat/therapeutics/Glaphyropteridopsis%20erubescens
Glebionis coronaria,https://cb.imsc.res.in/imppat/therapeutics/Glebionis%20coronaria
Glechoma longituba,https://cb.imsc.res.in/imppat/therapeutics/Glechoma%20longituba
Gleditsia sinensis,https://cb.imsc.res.in/imppat/therapeutics/Gleditsia%20sinensis
Gleditsia triacanthos,https://cb.imsc.res.in/imppat/therapeutics/Gleditsia%20triacanthos
Glinus lotoides,https://cb.imsc.res.in/imppat/therapeutics/Glinus%20lotoides
Glinus oppositifolius,https://cb.imsc.res.in/imppat/therapeutics/Glinus%20oppositifolius
Gliricidia sepium,https://cb.imsc.res.in/imppat/therapeutics/Gliricidia%20sepium
Globba marantina,https://cb.imsc.res.in/imppat/therapeutics/Globba%20marantina
Globba sessiliflora,https://cb.imsc.res.in/imppat/therapeutics/Globba%20sessiliflora
Glochidion acuminatum,https://cb.imsc.res.in/imppat/therapeutics/Glochidion%20acuminatum
Glochidion ellipticum,https://cb.imsc.res.in/imppat/therapeutics/Glochidion%20ellipticum
Glochidion heyneanum,https://cb.imsc.res.in/imppat/therapeutics/Glochidion%20heyneanum
Glochidion hohenackeri,https://cb.imsc.res.in/imppat/therapeutics/Glochidion%20hohenackeri
Glochidion multiloculare,https://cb.imsc.res.in/imppat/therapeutics/Glochidion%20multiloculare
Gloriosa superba,https://cb.imsc.res.in/imppat/therapeutics/Gloriosa%20superba
Glossocardia bosvallia,https://cb.imsc.res.in/imppat/therapeutics/Glossocardia%20bosvallia
Glycine max,https://cb.imsc.res.in/imppat/therapeutics/Glycine%20max
Glycosmis mauritiana,https://cb.imsc.res.in/imppat/therapeutics/Glycosmis%20mauritiana
Glycosmis parviflora,https://cb.imsc.res.in/imppat/therapeutics/Glycosmis%20parviflora
Glycosmis pentaphylla,https://cb.imsc.res.in/imppat/therapeutics/Glycosmis%20pentaphylla
Glycyrrhiza glabra,https://cb.imsc.res.in/imppat/therapeutics/Glycyrrhiza%20glabra
Glycyrrhiza uralensis,https://cb.imsc.res.in/imppat/therapeutics/Glycyrrhiza%20uralensis
Gmelina arborea,https://cb.imsc.res.in/imppat/therapeutics/Gmelina%20arborea
Gmelina asiatica,https://cb.imsc.res.in/imppat/therapeutics/Gmelina%20asiatica
Gmelina philippensis,https://cb.imsc.res.in/imppat/therapeutics/Gmelina%20philippensis
Gnaphalium pensylvanicum,https://cb.imsc.res.in/imppat/therapeutics/Gnaphalium%20pensylvanicum
Gnaphalium polycaulon,https://cb.imsc.res.in/imppat/therapeutics/Gnaphalium%20polycaulon
Gnetum gnemon,https://cb.imsc.res.in/imppat/therapeutics/Gnetum%20gnemon
Gnetum montanum,https://cb.imsc.res.in/imppat/therapeutics/Gnetum%20montanum
Gnetum parvifolium,https://cb.imsc.res.in/imppat/therapeutics/Gnetum%20parvifolium
Gnetum ula,https://cb.imsc.res.in/imppat/therapeutics/Gnetum%20ula
Gnidia glauca,https://cb.imsc.res.in/imppat/therapeutics/Gnidia%20glauca
Gomphostemma niveum,https://cb.imsc.res.in/imppat/therapeutics/Gomphostemma%20niveum
Gomphrena celosioides,https://cb.imsc.res.in/imppat/therapeutics/Gomphrena%20celosioides
Gomphrena globosa,https://cb.imsc.res.in/imppat/therapeutics/Gomphrena%20globosa
Gomphrena serrata,https://cb.imsc.res.in/imppat/therapeutics/Gomphrena%20serrata
Goniothalamus sesquipedalis,https://cb.imsc.res.in/imppat/therapeutics/Goniothalamus%20sesquipedalis
Goniothalamus wightii,https://cb.imsc.res.in/imppat/therapeutics/Goniothalamus%20wightii
Gordonia obtusa,https://cb.imsc.res.in/imppat/therapeutics/Gordonia%20obtusa
Gossypium arboreum,https://cb.imsc.res.in/imppat/therapeutics/Gossypium%20arboreum
Gossypium barbadense,https://cb.imsc.res.in/imppat/therapeutics/Gossypium%20barbadense
Gossypium herbaceum,https://cb.imsc.res.in/imppat/therapeutics/Gossypium%20herbaceum
Gossypium hirsutum,https://cb.imsc.res.in/imppat/therapeutics/Gossypium%20hirsutum
Gouania leptostachya,https://cb.imsc.res.in/imppat/therapeutics/Gouania%20leptostachya
Grangea maderaspatana,https://cb.imsc.res.in/imppat/therapeutics/Grangea%20maderaspatana
Grevillea robusta,https://cb.imsc.res.in/imppat/therapeutics/Grevillea%20robusta
Grewia asiatica,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20asiatica
Grewia flavescens,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20flavescens
Grewia rothii,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20rothii
Grewia tenax,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20tenax
Grewia tiliifolia,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20tiliifolia
Grewia villosa,https://cb.imsc.res.in/imppat/therapeutics/Grewia%20villosa
Guaiacum officinale,https://cb.imsc.res.in/imppat/therapeutics/Guaiacum%20officinale
Guazuma ulmifolia,https://cb.imsc.res.in/imppat/therapeutics/Guazuma%20ulmifolia
Gueldenstaedtia multiflora,https://cb.imsc.res.in/imppat/therapeutics/Gueldenstaedtia%20multiflora
Guiera senegalensis,https://cb.imsc.res.in/imppat/therapeutics/Guiera%20senegalensis
Guizotia abyssinica,https://cb.imsc.res.in/imppat/therapeutics/Guizotia%20abyssinica
Gymnema inodorum,https://cb.imsc.res.in/imppat/therapeutics/Gymnema%20inodorum
Gymnema latifolium,https://cb.imsc.res.in/imppat/therapeutics/Gymnema%20latifolium
Gymnema montanum,https://cb.imsc.res.in/imppat/therapeutics/Gymnema%20montanum
Gymnema sylvestre,https://cb.imsc.res.in/imppat/therapeutics/Gymnema%20sylvestre
Gymnosporia acuminata,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20acuminata
Gymnosporia emarginata,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20emarginata
Gymnosporia montana,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20montana
Gymnosporia ovata,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20ovata
Gymnosporia senegalensis,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20senegalensis
Gymnosporia spinosa,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20spinosa
Gymnosporia wallichiana,https://cb.imsc.res.in/imppat/therapeutics/Gymnosporia%20wallichiana
Gynocardia odorata,https://cb.imsc.res.in/imppat/therapeutics/Gynocardia%20odorata
Gynostemma pentaphyllum,https://cb.imsc.res.in/imppat/therapeutics/Gynostemma%20pentaphyllum
Gynura bicolor,https://cb.imsc.res.in/imppat/therapeutics/Gynura%20bicolor
Gyrocarpus americanus,https://cb.imsc.res.in/imppat/therapeutics/Gyrocarpus%20americanus
Haemanthus albiflos,https://cb.imsc.res.in/imppat/therapeutics/Haemanthus%20albiflos
Haematoxylum campechianum,https://cb.imsc.res.in/imppat/therapeutics/Haematoxylum%20campechianum
Hagenia abyssinica,https://cb.imsc.res.in/imppat/therapeutics/Hagenia%20abyssinica
Hakea salicifolia,https://cb.imsc.res.in/imppat/therapeutics/Hakea%20salicifolia
Haldina cordifolia,https://cb.imsc.res.in/imppat/therapeutics/Haldina%20cordifolia
Halenia elliptica,https://cb.imsc.res.in/imppat/therapeutics/Halenia%20elliptica
Halophila ovalis,https://cb.imsc.res.in/imppat/therapeutics/Halophila%20ovalis
Haloxylon salicornicum,https://cb.imsc.res.in/imppat/therapeutics/Haloxylon%20salicornicum
Hamelia patens,https://cb.imsc.res.in/imppat/therapeutics/Hamelia%20patens
Handroanthus impetiginosus,https://cb.imsc.res.in/imppat/therapeutics/Handroanthus%20impetiginosus
Handroanthus serratifolius,https://cb.imsc.res.in/imppat/therapeutics/Handroanthus%20serratifolius
Haplanthodes tentaculatus,https://cb.imsc.res.in/imppat/therapeutics/Haplanthodes%20tentaculatus
Haplanthodes verticillatus,https://cb.imsc.res.in/imppat/therapeutics/Haplanthodes%20verticillatus
Haplanthus tentaculatus,https://cb.imsc.res.in/imppat/therapeutics/Haplanthus%20tentaculatus
Hardwickia binata,https://cb.imsc.res.in/imppat/therapeutics/Hardwickia%20binata
Hardwickia mannii,https://cb.imsc.res.in/imppat/therapeutics/Hardwickia%20mannii
Harpephyllum caffrum,https://cb.imsc.res.in/imppat/therapeutics/Harpephyllum%20caffrum
Harrisonia bennettii,https://cb.imsc.res.in/imppat/therapeutics/Harrisonia%20bennettii
Harrisonia perforata,https://cb.imsc.res.in/imppat/therapeutics/Harrisonia%20perforata
Haussknechtia elymaitica,https://cb.imsc.res.in/imppat/therapeutics/Haussknechtia%20elymaitica
Hedera colchica,https://cb.imsc.res.in/imppat/therapeutics/Hedera%20colchica
Hedera helix,https://cb.imsc.res.in/imppat/therapeutics/Hedera%20helix
Hedera nepalensis,https://cb.imsc.res.in/imppat/therapeutics/Hedera%20nepalensis
Hedera rhombea,https://cb.imsc.res.in/imppat/therapeutics/Hedera%20rhombea
Hedychium coccineum,https://cb.imsc.res.in/imppat/therapeutics/Hedychium%20coccineum
Hedychium coronarium,https://cb.imsc.res.in/imppat/therapeutics/Hedychium%20coronarium
Hedychium longicornutum,https://cb.imsc.res.in/imppat/therapeutics/Hedychium%20longicornutum
Hedychium spicatum,https://cb.imsc.res.in/imppat/therapeutics/Hedychium%20spicatum
Heimia salicifolia,https://cb.imsc.res.in/imppat/therapeutics/Heimia%20salicifolia
Helianthemum glomeratum,https://cb.imsc.res.in/imppat/therapeutics/Helianthemum%20glomeratum
Helianthus annuus,https://cb.imsc.res.in/imppat/therapeutics/Helianthus%20annuus
Helianthus tuberosus,https://cb.imsc.res.in/imppat/therapeutics/Helianthus%20tuberosus
Helicanthes elasticus,https://cb.imsc.res.in/imppat/therapeutics/Helicanthes%20elasticus
Helichrysum buddleioides,https://cb.imsc.res.in/imppat/therapeutics/Helichrysum%20buddleioides
Helichrysum odoratissimum,https://cb.imsc.res.in/imppat/therapeutics/Helichrysum%20odoratissimum
Helicia nilagirica,https://cb.imsc.res.in/imppat/therapeutics/Helicia%20nilagirica
Helicteres angustifolia,https://cb.imsc.res.in/imppat/therapeutics/Helicteres%20angustifolia
Helicteres isora,https://cb.imsc.res.in/imppat/therapeutics/Helicteres%20isora
Heliotropium arborescens,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20arborescens
Heliotropium bacciferum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20bacciferum
Heliotropium crispum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20crispum
Heliotropium curassavicum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20curassavicum
Heliotropium eichwaldii,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20eichwaldii
Heliotropium ellipticum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20ellipticum
Heliotropium indicum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20indicum
Heliotropium keralense,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20keralense
Heliotropium lasiocarpum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20lasiocarpum
Heliotropium marifolium,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20marifolium
Heliotropium ovalifolium,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20ovalifolium
Heliotropium strigosum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20strigosum
Heliotropium supinum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20supinum
Heliotropium tuberculosum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20tuberculosum
Heliotropium zeylanicum,https://cb.imsc.res.in/imppat/therapeutics/Heliotropium%20zeylanicum
Helleborus niger,https://cb.imsc.res.in/imppat/therapeutics/Helleborus%20niger
Helleborus viridis,https://cb.imsc.res.in/imppat/therapeutics/Helleborus%20viridis
Helminthostachys zeylanica,https://cb.imsc.res.in/imppat/therapeutics/Helminthostachys%20zeylanica
Hemerocallis fulva,https://cb.imsc.res.in/imppat/therapeutics/Hemerocallis%20fulva
Hemidesmus indicus,https://cb.imsc.res.in/imppat/therapeutics/Hemidesmus%20indicus
Hemidictyum ceterach,https://cb.imsc.res.in/imppat/therapeutics/Hemidictyum%20ceterach
Hemigraphis hirta,https://cb.imsc.res.in/imppat/therapeutics/Hemigraphis%20hirta
Hemistepta lyrata,https://cb.imsc.res.in/imppat/therapeutics/Hemistepta%20lyrata
Heracleum aquilegifolium,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20aquilegifolium
Heracleum candicans,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20candicans
Heracleum candolleanum,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20candolleanum
Heracleum canescens,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20canescens
Heracleum lanatum,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20lanatum
Heracleum nepalense,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20nepalense
Heracleum pinnatum,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20pinnatum
Heracleum rigens,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20rigens
Heracleum sprengelianum,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20sprengelianum
Heracleum thomsonii,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20thomsonii
Heracleum wallichii,https://cb.imsc.res.in/imppat/therapeutics/Heracleum%20wallichii
Heritiera fomes,https://cb.imsc.res.in/imppat/therapeutics/Heritiera%20fomes
Heritiera littoralis,https://cb.imsc.res.in/imppat/therapeutics/Heritiera%20littoralis
Hernandia guianensis,https://cb.imsc.res.in/imppat/therapeutics/Hernandia%20guianensis
Hernandia nymphaeifolia,https://cb.imsc.res.in/imppat/therapeutics/Hernandia%20nymphaeifolia
Herniaria glabra,https://cb.imsc.res.in/imppat/therapeutics/Herniaria%20glabra
Herniaria hirsuta,https://cb.imsc.res.in/imppat/therapeutics/Herniaria%20hirsuta
Herpetospermum pedunculosum,https://cb.imsc.res.in/imppat/therapeutics/Herpetospermum%20pedunculosum
Hesperethusa crenulata,https://cb.imsc.res.in/imppat/therapeutics/Hesperethusa%20crenulata
Hesperis matronalis,https://cb.imsc.res.in/imppat/therapeutics/Hesperis%20matronalis
Heteropanax fragrans,https://cb.imsc.res.in/imppat/therapeutics/Heteropanax%20fragrans
Heteropappus altaicus,https://cb.imsc.res.in/imppat/therapeutics/Heteropappus%20altaicus
Heterophragma quadriloculare,https://cb.imsc.res.in/imppat/therapeutics/Heterophragma%20quadriloculare
Heteropogon contortus,https://cb.imsc.res.in/imppat/therapeutics/Heteropogon%20contortus
Heterostemma tanjorense,https://cb.imsc.res.in/imppat/therapeutics/Heterostemma%20tanjorense
Hevea brasiliensis,https://cb.imsc.res.in/imppat/therapeutics/Hevea%20brasiliensis
Heynea trijuga,https://cb.imsc.res.in/imppat/therapeutics/Heynea%20trijuga
Hibiscus cannabinus,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20cannabinus
Hibiscus hispidissimus,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20hispidissimus
Hibiscus micranthus,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20micranthus
Hibiscus mutabilis,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20mutabilis
Hibiscus rosa-sinensis,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20rosa-sinensis
Hibiscus sabdariffa,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20sabdariffa
Hibiscus surattensis,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20surattensis
Hibiscus syriacus,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20syriacus
Hibiscus tilliaceus,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20tilliaceus
Hibiscus trionum,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20trionum
Hibiscus vitifolius,https://cb.imsc.res.in/imppat/therapeutics/Hibiscus%20vitifolius
Hieracium umbellatum,https://cb.imsc.res.in/imppat/therapeutics/Hieracium%20umbellatum
Hierochloe odorata,https://cb.imsc.res.in/imppat/therapeutics/Hierochloe%20odorata
Himalaiella heteromalla,https://cb.imsc.res.in/imppat/therapeutics/Himalaiella%20heteromalla
Himalrandia tetrasperma,https://cb.imsc.res.in/imppat/therapeutics/Himalrandia%20tetrasperma
Hippeastrum puniceum,https://cb.imsc.res.in/imppat/therapeutics/Hippeastrum%20puniceum
Hippochaete debilis,https://cb.imsc.res.in/imppat/therapeutics/Hippochaete%20debilis
Hippomane mancinella,https://cb.imsc.res.in/imppat/therapeutics/Hippomane%20mancinella
Hippophae tibetana,https://cb.imsc.res.in/imppat/therapeutics/Hippophae%20tibetana
Hiptage benghalensis,https://cb.imsc.res.in/imppat/therapeutics/Hiptage%20benghalensis
Hiptage madablota,https://cb.imsc.res.in/imppat/therapeutics/Hiptage%20madablota
Hoffmannseggia intricata,https://cb.imsc.res.in/imppat/therapeutics/Hoffmannseggia%20intricata
Holarrhena mitis,https://cb.imsc.res.in/imppat/therapeutics/Holarrhena%20mitis
Holarrhena pubescens,https://cb.imsc.res.in/imppat/therapeutics/Holarrhena%20pubescens
Holigarna arnottiana,https://cb.imsc.res.in/imppat/therapeutics/Holigarna%20arnottiana
Holigarna ferruginea,https://cb.imsc.res.in/imppat/therapeutics/Holigarna%20ferruginea
Holmskioldia sanguinea,https://cb.imsc.res.in/imppat/therapeutics/Holmskioldia%20sanguinea
Holoptelea integrifolia,https://cb.imsc.res.in/imppat/therapeutics/Holoptelea%20integrifolia
Holostemma ada-kodien,https://cb.imsc.res.in/imppat/therapeutics/Holostemma%20ada-kodien
Holostemma rheedei,https://cb.imsc.res.in/imppat/therapeutics/Holostemma%20rheedei
Homalomena aromatica,https://cb.imsc.res.in/imppat/therapeutics/Homalomena%20aromatica
Homonoia riparia,https://cb.imsc.res.in/imppat/therapeutics/Homonoia%20riparia
Hopea odorata,https://cb.imsc.res.in/imppat/therapeutics/Hopea%20odorata
Hopea ponga,https://cb.imsc.res.in/imppat/therapeutics/Hopea%20ponga
Hoppea dichotoma,https://cb.imsc.res.in/imppat/therapeutics/Hoppea%20dichotoma
Hordeum vulgare,https://cb.imsc.res.in/imppat/therapeutics/Hordeum%20vulgare
Horsfieldia amygdalina,https://cb.imsc.res.in/imppat/therapeutics/Horsfieldia%20amygdalina
Houttuynia cordata,https://cb.imsc.res.in/imppat/therapeutics/Houttuynia%20cordata
Hovenia acerba,https://cb.imsc.res.in/imppat/therapeutics/Hovenia%20acerba
Hovenia dulcis,https://cb.imsc.res.in/imppat/therapeutics/Hovenia%20dulcis
Hoya parasitica,https://cb.imsc.res.in/imppat/therapeutics/Hoya%20parasitica
Humboldtia vahliana,https://cb.imsc.res.in/imppat/therapeutics/Humboldtia%20vahliana
Humulus lupulus,https://cb.imsc.res.in/imppat/therapeutics/Humulus%20lupulus
Hunnemannia fumariifolia,https://cb.imsc.res.in/imppat/therapeutics/Hunnemannia%20fumariifolia
Hunteria zeylanica,https://cb.imsc.res.in/imppat/therapeutics/Hunteria%20zeylanica
Huperzia serrata,https://cb.imsc.res.in/imppat/therapeutics/Huperzia%20serrata
Hura crepitans,https://cb.imsc.res.in/imppat/therapeutics/Hura%20crepitans
