Phytochemicals,Link
Cryptocoryne spiralis,https://cb.imsc.res.in/imppat/phytochemical/Cryptocoryne%20spiralis
Cryptolepis dubia,https://cb.imsc.res.in/imppat/phytochemical/Cryptolepis%20dubia
Cryptolepis sinensis,https://cb.imsc.res.in/imppat/phytochemical/Cryptolepis%20sinensis
Cryptomeria japonica,https://cb.imsc.res.in/imppat/phytochemical/Cryptomeria%20japonica
Cryptostegia grandiflora,https://cb.imsc.res.in/imppat/phytochemical/Cryptostegia%20grandiflora
Cucumis melo,https://cb.imsc.res.in/imppat/phytochemical/Cucumis%20melo
Cucumis prophetarum,https://cb.imsc.res.in/imppat/phytochemical/Cucumis%20prophetarum
Cucumis sativus,https://cb.imsc.res.in/imppat/phytochemical/Cucumis%20sativus
Cucurbita ficifolia,https://cb.imsc.res.in/imppat/phytochemical/Cucurbita%20ficifolia
Cucurbita foetidissima,https://cb.imsc.res.in/imppat/phytochemical/Cucurbita%20foetidissima
Cucurbita maxima,https://cb.imsc.res.in/imppat/phytochemical/Cucurbita%20maxima
Cucurbita moschata,https://cb.imsc.res.in/imppat/phytochemical/Cucurbita%20moschata
Cucurbita pepo,https://cb.imsc.res.in/imppat/phytochemical/Cucurbita%20pepo
Cullen corylifolium,https://cb.imsc.res.in/imppat/phytochemical/Cullen%20corylifolium
Cullen plicatum,https://cb.imsc.res.in/imppat/phytochemical/Cullen%20plicatum
Cuminum cyminum,https://cb.imsc.res.in/imppat/phytochemical/Cuminum%20cyminum
Cunninghamia lanceolata,https://cb.imsc.res.in/imppat/phytochemical/Cunninghamia%20lanceolata
Cupressus cashmeriana,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20cashmeriana
Cupressus funebris,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20funebris
Cupressus lusitanica,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20lusitanica
Cupressus macrocarpa,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20macrocarpa
Cupressus sempervirens,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20sempervirens
Cupressus torulosa,https://cb.imsc.res.in/imppat/phytochemical/Cupressus%20torulosa
Curculigo orchioides,https://cb.imsc.res.in/imppat/phytochemical/Curculigo%20orchioides
Curcuma aeruginosa,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20aeruginosa
Curcuma amada,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20amada
Curcuma angustifolia,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20angustifolia
Curcuma aromatica,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20aromatica
Curcuma caesia,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20caesia
Curcuma longa,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20longa
Curcuma mangga,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20mangga
Curcuma zanthorrhiza,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20zanthorrhiza
Curcuma zedoaria,https://cb.imsc.res.in/imppat/phytochemical/Curcuma%20zedoaria
Cuscuta chinensis,https://cb.imsc.res.in/imppat/phytochemical/Cuscuta%20chinensis
Cuscuta epithymum,https://cb.imsc.res.in/imppat/phytochemical/Cuscuta%20epithymum
Cuscuta europaea,https://cb.imsc.res.in/imppat/phytochemical/Cuscuta%20europaea
Cuscuta reflexa,https://cb.imsc.res.in/imppat/phytochemical/Cuscuta%20reflexa
Cyamopsis tetragonoloba,https://cb.imsc.res.in/imppat/phytochemical/Cyamopsis%20tetragonoloba
Cyanotis arachnoidea,https://cb.imsc.res.in/imppat/phytochemical/Cyanotis%20arachnoidea
Cyanotis vaga,https://cb.imsc.res.in/imppat/phytochemical/Cyanotis%20vaga
Cyanthillium cinereum,https://cb.imsc.res.in/imppat/phytochemical/Cyanthillium%20cinereum
Cyanus depressus,https://cb.imsc.res.in/imppat/phytochemical/Cyanus%20depressus
Cyanus segetum,https://cb.imsc.res.in/imppat/phytochemical/Cyanus%20segetum
Cyathea gigantea,https://cb.imsc.res.in/imppat/phytochemical/Cyathea%20gigantea
Cyathea spinulosa,https://cb.imsc.res.in/imppat/phytochemical/Cyathea%20spinulosa
Cyathocline purpurea,https://cb.imsc.res.in/imppat/phytochemical/Cyathocline%20purpurea
Cyathula capitata,https://cb.imsc.res.in/imppat/phytochemical/Cyathula%20capitata
Cyathula prostrata,https://cb.imsc.res.in/imppat/phytochemical/Cyathula%20prostrata
Cycas beddomei,https://cb.imsc.res.in/imppat/phytochemical/Cycas%20beddomei
Cycas circinalis,https://cb.imsc.res.in/imppat/phytochemical/Cycas%20circinalis
Cycas revoluta,https://cb.imsc.res.in/imppat/phytochemical/Cycas%20revoluta
Cycas rumphii,https://cb.imsc.res.in/imppat/phytochemical/Cycas%20rumphii
Cyclamen hederifolium,https://cb.imsc.res.in/imppat/phytochemical/Cyclamen%20hederifolium
Cyclamen persicum,https://cb.imsc.res.in/imppat/phytochemical/Cyclamen%20persicum
Cyclamen purpurascens,https://cb.imsc.res.in/imppat/phytochemical/Cyclamen%20purpurascens
Cyclea barbata,https://cb.imsc.res.in/imppat/phytochemical/Cyclea%20barbata
Cyclea peltata,https://cb.imsc.res.in/imppat/phytochemical/Cyclea%20peltata
Cyclocarya paliurus,https://cb.imsc.res.in/imppat/phytochemical/Cyclocarya%20paliurus
Cyclospermum leptophyllum,https://cb.imsc.res.in/imppat/phytochemical/Cyclospermum%20leptophyllum
Cydonia oblonga,https://cb.imsc.res.in/imppat/phytochemical/Cydonia%20oblonga
Cymbalaria muralis,https://cb.imsc.res.in/imppat/phytochemical/Cymbalaria%20muralis
Cymbidium aloifolium,https://cb.imsc.res.in/imppat/phytochemical/Cymbidium%20aloifolium
Cymbidium iridioides,https://cb.imsc.res.in/imppat/phytochemical/Cymbidium%20iridioides
Cymbopogon caesius,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20caesius
Cymbopogon citratus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20citratus
Cymbopogon coloratus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20coloratus
Cymbopogon commutatus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20commutatus
Cymbopogon distans,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20distans
Cymbopogon flexuosus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20flexuosus
Cymbopogon jwarancusa,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20jwarancusa
Cymbopogon khasianus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20khasianus
Cymbopogon martini,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20martini
Cymbopogon microstachys,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20microstachys
Cymbopogon nardus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20nardus
Cymbopogon osmastonii,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20osmastonii
Cymbopogon pendulus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20pendulus
Cymbopogon pospischilii,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20pospischilii
Cymbopogon schoenanthus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20schoenanthus
Cymbopogon winterianus,https://cb.imsc.res.in/imppat/phytochemical/Cymbopogon%20winterianus
Cynanchum acutum,https://cb.imsc.res.in/imppat/phytochemical/Cynanchum%20acutum
Cynanchum auriculatum,https://cb.imsc.res.in/imppat/phytochemical/Cynanchum%20auriculatum
Cynara scolymus,https://cb.imsc.res.in/imppat/phytochemical/Cynara%20scolymus
Cynodon dactylon,https://cb.imsc.res.in/imppat/phytochemical/Cynodon%20dactylon
Cynoglossum wallichii,https://cb.imsc.res.in/imppat/phytochemical/Cynoglossum%20wallichii
Cynoglossum zeylanicum,https://cb.imsc.res.in/imppat/phytochemical/Cynoglossum%20zeylanicum
Cyperus articulatus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20articulatus
Cyperus bulbosus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20bulbosus
Cyperus corymbosus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20corymbosus
Cyperus difformis,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20difformis
Cyperus distans,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20distans
Cyperus esculentus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20esculentus
Cyperus iria,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20iria
Cyperus longus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20longus
Cyperus rotundus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20rotundus
Cyperus scariosus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20scariosus
Cyperus serotinus,https://cb.imsc.res.in/imppat/phytochemical/Cyperus%20serotinus
Cyphomandra betacea,https://cb.imsc.res.in/imppat/phytochemical/Cyphomandra%20betacea
Cystopteris fragilis,https://cb.imsc.res.in/imppat/phytochemical/Cystopteris%20fragilis
Cytisus scoparius,https://cb.imsc.res.in/imppat/phytochemical/Cytisus%20scoparius
Dactylicapnos macrocapnos,https://cb.imsc.res.in/imppat/phytochemical/Dactylicapnos%20macrocapnos
Dactylicapnos scandens,https://cb.imsc.res.in/imppat/phytochemical/Dactylicapnos%20scandens
Dactylis glomerata,https://cb.imsc.res.in/imppat/phytochemical/Dactylis%20glomerata
Dactyloctenium aegyptium,https://cb.imsc.res.in/imppat/phytochemical/Dactyloctenium%20aegyptium
Dactylorhiza incarnata,https://cb.imsc.res.in/imppat/phytochemical/Dactylorhiza%20incarnata
Daemonorops draco,https://cb.imsc.res.in/imppat/phytochemical/Daemonorops%20draco
Dahlia coccinea,https://cb.imsc.res.in/imppat/phytochemical/Dahlia%20coccinea
Dalbergia candenatensis,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20candenatensis
Dalbergia horrida,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20horrida
Dalbergia lanceolaria,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20lanceolaria
Dalbergia latifolia,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20latifolia
Dalbergia melanoxylon,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20melanoxylon
Dalbergia parviflora,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20parviflora
Dalbergia pervillei,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20pervillei
Dalbergia sissoides,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20sissoides
Dalbergia sissoo,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20sissoo
Dalbergia spinosa,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20spinosa
Dalbergia stipulacea,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20stipulacea
Dalbergia volubilis,https://cb.imsc.res.in/imppat/phytochemical/Dalbergia%20volubilis
Damnacanthus indicus,https://cb.imsc.res.in/imppat/phytochemical/Damnacanthus%20indicus
Daphne bholua,https://cb.imsc.res.in/imppat/phytochemical/Daphne%20bholua
Daphne mucronata,https://cb.imsc.res.in/imppat/phytochemical/Daphne%20mucronata
Daphne oleoides,https://cb.imsc.res.in/imppat/phytochemical/Daphne%20oleoides
Daphne papyracea,https://cb.imsc.res.in/imppat/phytochemical/Daphne%20papyracea
Daphniphyllum neilgherrense,https://cb.imsc.res.in/imppat/phytochemical/Daphniphyllum%20neilgherrense
Dasiphora fruticosa,https://cb.imsc.res.in/imppat/phytochemical/Dasiphora%20fruticosa
Dasymaschalon longiflorum,https://cb.imsc.res.in/imppat/phytochemical/Dasymaschalon%20longiflorum
Datisca cannabina,https://cb.imsc.res.in/imppat/phytochemical/Datisca%20cannabina
Datura ferox,https://cb.imsc.res.in/imppat/phytochemical/Datura%20ferox
Datura innoxia,https://cb.imsc.res.in/imppat/phytochemical/Datura%20innoxia
Datura metel,https://cb.imsc.res.in/imppat/phytochemical/Datura%20metel
Datura quercifolia,https://cb.imsc.res.in/imppat/phytochemical/Datura%20quercifolia
Datura stramonium,https://cb.imsc.res.in/imppat/phytochemical/Datura%20stramonium
Daucus carota,https://cb.imsc.res.in/imppat/phytochemical/Daucus%20carota
Daucus sativus,https://cb.imsc.res.in/imppat/phytochemical/Daucus%20sativus
Davidsonia pruriens,https://cb.imsc.res.in/imppat/phytochemical/Davidsonia%20pruriens
Decalepis arayalpathra,https://cb.imsc.res.in/imppat/phytochemical/Decalepis%20arayalpathra
Decalepis hamiltonii,https://cb.imsc.res.in/imppat/phytochemical/Decalepis%20hamiltonii
Decaschistia crotonifolia,https://cb.imsc.res.in/imppat/phytochemical/Decaschistia%20crotonifolia
Dehaasia kurzii,https://cb.imsc.res.in/imppat/phytochemical/Dehaasia%20kurzii
Delonix elata,https://cb.imsc.res.in/imppat/phytochemical/Delonix%20elata
Delonix regia,https://cb.imsc.res.in/imppat/phytochemical/Delonix%20regia
Delphinium brunonianum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20brunonianum
Delphinium caeruleum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20caeruleum
Delphinium cashmerianum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20cashmerianum
Delphinium denudatum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20denudatum
Delphinium elatum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20elatum
Delphinium semibarbatum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20semibarbatum
Delphinium staphisagria,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20staphisagria
Delphinium vestitum,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20vestitum
Delphinium zalil,https://cb.imsc.res.in/imppat/phytochemical/Delphinium%20zalil
Dendrobium amoenum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20amoenum
Dendrobium aphyllum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20aphyllum
Dendrobium chrysanthum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20chrysanthum
Dendrobium chrysotoxum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20chrysotoxum
Dendrobium cumulatum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20cumulatum
Dendrobium densiflorum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20densiflorum
Dendrobium fimbriatum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20fimbriatum
Dendrobium macraei,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20macraei
Dendrobium moschatum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20moschatum
Dendrobium nobile,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20nobile
Dendrobium polyanthum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20polyanthum
Dendrobium secundum,https://cb.imsc.res.in/imppat/phytochemical/Dendrobium%20secundum
Dendrocalamus strictus,https://cb.imsc.res.in/imppat/phytochemical/Dendrocalamus%20strictus
Dendrolobium triangulare,https://cb.imsc.res.in/imppat/phytochemical/Dendrolobium%20triangulare
Dendrophthoe elastica,https://cb.imsc.res.in/imppat/phytochemical/Dendrophthoe%20elastica
Dendrophthoe falcata,https://cb.imsc.res.in/imppat/phytochemical/Dendrophthoe%20falcata
Dendrophthoe pentandra,https://cb.imsc.res.in/imppat/phytochemical/Dendrophthoe%20pentandra
Derris benthamii,https://cb.imsc.res.in/imppat/phytochemical/Derris%20benthamii
Derris brevipes,https://cb.imsc.res.in/imppat/phytochemical/Derris%20brevipes
Derris elliptica,https://cb.imsc.res.in/imppat/phytochemical/Derris%20elliptica
Derris ferruginea,https://cb.imsc.res.in/imppat/phytochemical/Derris%20ferruginea
Derris malaccensis,https://cb.imsc.res.in/imppat/phytochemical/Derris%20malaccensis
Derris robusta,https://cb.imsc.res.in/imppat/phytochemical/Derris%20robusta
Derris scandens,https://cb.imsc.res.in/imppat/phytochemical/Derris%20scandens
Derris trifoliata,https://cb.imsc.res.in/imppat/phytochemical/Derris%20trifoliata
Descurainia sophia,https://cb.imsc.res.in/imppat/phytochemical/Descurainia%20sophia
Desmodium elegans,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20elegans
Desmodium gangeticum,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20gangeticum
Desmodium laxiflorum,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20laxiflorum
Desmodium multiflorum,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20multiflorum
Desmodium oojeinense,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20oojeinense
Desmodium styracifolium,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20styracifolium
Desmodium triflorum,https://cb.imsc.res.in/imppat/phytochemical/Desmodium%20triflorum
Desmos chinensis,https://cb.imsc.res.in/imppat/phytochemical/Desmos%20chinensis
Desmos cochinchinensis,https://cb.imsc.res.in/imppat/phytochemical/Desmos%20cochinchinensis
Deutzia compacta,https://cb.imsc.res.in/imppat/phytochemical/Deutzia%20compacta
Dianella ensifolia,https://cb.imsc.res.in/imppat/phytochemical/Dianella%20ensifolia
Dianthus barbatus,https://cb.imsc.res.in/imppat/phytochemical/Dianthus%20barbatus
Dianthus caryophyllus,https://cb.imsc.res.in/imppat/phytochemical/Dianthus%20caryophyllus
Dianthus chinensis,https://cb.imsc.res.in/imppat/phytochemical/Dianthus%20chinensis
Dicentra canadensis,https://cb.imsc.res.in/imppat/phytochemical/Dicentra%20canadensis
Dichroa febrifuga,https://cb.imsc.res.in/imppat/phytochemical/Dichroa%20febrifuga
Dichrocephala integrifolia,https://cb.imsc.res.in/imppat/phytochemical/Dichrocephala%20integrifolia
Dichrostachys cinerea,https://cb.imsc.res.in/imppat/phytochemical/Dichrostachys%20cinerea
Dicliptera chinensis,https://cb.imsc.res.in/imppat/phytochemical/Dicliptera%20chinensis
Dicoma tomentosa,https://cb.imsc.res.in/imppat/phytochemical/Dicoma%20tomentosa
Dicranopteris linearis,https://cb.imsc.res.in/imppat/phytochemical/Dicranopteris%20linearis
Dicranostigma lactucoides,https://cb.imsc.res.in/imppat/phytochemical/Dicranostigma%20lactucoides
Dictamnus albus,https://cb.imsc.res.in/imppat/phytochemical/Dictamnus%20albus
Didymocarpus aurantiacus,https://cb.imsc.res.in/imppat/phytochemical/Didymocarpus%20aurantiacus
Didymocarpus oblongus,https://cb.imsc.res.in/imppat/phytochemical/Didymocarpus%20oblongus
Didymocarpus pedicellatus,https://cb.imsc.res.in/imppat/phytochemical/Didymocarpus%20pedicellatus
Dieffenbachia seguine,https://cb.imsc.res.in/imppat/phytochemical/Dieffenbachia%20seguine
Digera muricata,https://cb.imsc.res.in/imppat/phytochemical/Digera%20muricata
Digitalis lanata,https://cb.imsc.res.in/imppat/phytochemical/Digitalis%20lanata
Digitalis purpurea,https://cb.imsc.res.in/imppat/phytochemical/Digitalis%20purpurea
Dillenia aurea,https://cb.imsc.res.in/imppat/phytochemical/Dillenia%20aurea
Dillenia indica,https://cb.imsc.res.in/imppat/phytochemical/Dillenia%20indica
Dillenia pentagyna,https://cb.imsc.res.in/imppat/phytochemical/Dillenia%20pentagyna
Dillenia scabrella,https://cb.imsc.res.in/imppat/phytochemical/Dillenia%20scabrella
Dimocarpus longan,https://cb.imsc.res.in/imppat/phytochemical/Dimocarpus%20longan
Dioscorea alata,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20alata
Dioscorea bulbifera,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20bulbifera
Dioscorea deltoidea,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20deltoidea
Dioscorea floribunda,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20floribunda
Dioscorea hispida,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20hispida
Dioscorea japonica,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20japonica
Dioscorea pentaphylla,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20pentaphylla
Dioscorea prazeri,https://cb.imsc.res.in/imppat/phytochemical/Dioscorea%20prazeri
Diospyros buxifolia,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20buxifolia
Diospyros candolleana,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20candolleana
Diospyros chloroxylon,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20chloroxylon
Diospyros discolor,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20discolor
Diospyros ebenum,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20ebenum
Diospyros exsculpta,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20exsculpta
Diospyros kaki,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20kaki
Diospyros lotus,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20lotus
Diospyros malabarica,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20malabarica
Diospyros melanoxylon,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20melanoxylon
Diospyros mollis,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20mollis
Diospyros montana,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20montana
Diospyros sylvatica,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20sylvatica
Diospyros variegata,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20variegata
Diospyros vera,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20vera
Diospyros virginiana,https://cb.imsc.res.in/imppat/phytochemical/Diospyros%20virginiana
Diplazium esculentum,https://cb.imsc.res.in/imppat/phytochemical/Diplazium%20esculentum
Diploclisia glaucescens,https://cb.imsc.res.in/imppat/phytochemical/Diploclisia%20glaucescens
Diplocyclos palmatus,https://cb.imsc.res.in/imppat/phytochemical/Diplocyclos%20palmatus
Diploknema butyracea,https://cb.imsc.res.in/imppat/phytochemical/Diploknema%20butyracea
Dipsacus fullonum,https://cb.imsc.res.in/imppat/phytochemical/Dipsacus%20fullonum
Dipsacus inermis,https://cb.imsc.res.in/imppat/phytochemical/Dipsacus%20inermis
Dipteracanthus prostratus,https://cb.imsc.res.in/imppat/phytochemical/Dipteracanthus%20prostratus
Dipterocarpus costatus,https://cb.imsc.res.in/imppat/phytochemical/Dipterocarpus%20costatus
Dipterocarpus gracilis,https://cb.imsc.res.in/imppat/phytochemical/Dipterocarpus%20gracilis
Dipterocarpus indicus,https://cb.imsc.res.in/imppat/phytochemical/Dipterocarpus%20indicus
Dipterocarpus retusus,https://cb.imsc.res.in/imppat/phytochemical/Dipterocarpus%20retusus
Dipterocarpus turbinatus,https://cb.imsc.res.in/imppat/phytochemical/Dipterocarpus%20turbinatus
Discladium squarrosum,https://cb.imsc.res.in/imppat/phytochemical/Discladium%20squarrosum
Dittrichia graveolens,https://cb.imsc.res.in/imppat/phytochemical/Dittrichia%20graveolens
Dodonaea viscosa,https://cb.imsc.res.in/imppat/phytochemical/Dodonaea%20viscosa
Dolichandra unguis-cati,https://cb.imsc.res.in/imppat/phytochemical/Dolichandra%20unguis-cati
Dolichandrone falcata,https://cb.imsc.res.in/imppat/phytochemical/Dolichandrone%20falcata
Dolichos trilobus,https://cb.imsc.res.in/imppat/phytochemical/Dolichos%20trilobus
Dombeya burgessiae,https://cb.imsc.res.in/imppat/phytochemical/Dombeya%20burgessiae
Dorema ammoniacum,https://cb.imsc.res.in/imppat/phytochemical/Dorema%20ammoniacum
Doronicum pardalianches,https://cb.imsc.res.in/imppat/phytochemical/Doronicum%20pardalianches
Dovyalis caffra,https://cb.imsc.res.in/imppat/phytochemical/Dovyalis%20caffra
Dracaena cinnabari,https://cb.imsc.res.in/imppat/phytochemical/Dracaena%20cinnabari
Dracocephalum foetidum,https://cb.imsc.res.in/imppat/phytochemical/Dracocephalum%20foetidum
Dracocephalum heterophyllum,https://cb.imsc.res.in/imppat/phytochemical/Dracocephalum%20heterophyllum
Dracocephalum moldavica,https://cb.imsc.res.in/imppat/phytochemical/Dracocephalum%20moldavica
Dregea volubilis,https://cb.imsc.res.in/imppat/phytochemical/Dregea%20volubilis
Drimia indica,https://cb.imsc.res.in/imppat/phytochemical/Drimia%20indica
Drimia maritima,https://cb.imsc.res.in/imppat/phytochemical/Drimia%20maritima
Drimys winteri,https://cb.imsc.res.in/imppat/phytochemical/Drimys%20winteri
Drosera peltata,https://cb.imsc.res.in/imppat/phytochemical/Drosera%20peltata
Drymaria cordata,https://cb.imsc.res.in/imppat/phytochemical/Drymaria%20cordata
Drynaria propinqua,https://cb.imsc.res.in/imppat/phytochemical/Drynaria%20propinqua
Drynaria quercifolia,https://cb.imsc.res.in/imppat/phytochemical/Drynaria%20quercifolia
Dryobalanops sumatrensis,https://cb.imsc.res.in/imppat/phytochemical/Dryobalanops%20sumatrensis
Dryopteris barbigera,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20barbigera
Dryopteris blanfordii,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20blanfordii
Dryopteris chrysocoma,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20chrysocoma
Dryopteris esquirolii,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20esquirolii
Dryopteris filix-mas,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20filix-mas
Dryopteris juxtaposita,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20juxtaposita
Dryopteris marginata,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20marginata
Dryopteris schimperiana,https://cb.imsc.res.in/imppat/phytochemical/Dryopteris%20schimperiana
Duabanga grandiflora,https://cb.imsc.res.in/imppat/phytochemical/Duabanga%20grandiflora
Duboisia myoporoides,https://cb.imsc.res.in/imppat/phytochemical/Duboisia%20myoporoides
Duchesnea chrysantha,https://cb.imsc.res.in/imppat/phytochemical/Duchesnea%20chrysantha
Duchesnea indica,https://cb.imsc.res.in/imppat/phytochemical/Duchesnea%20indica
Duranta erecta,https://cb.imsc.res.in/imppat/phytochemical/Duranta%20erecta
Durio kutejensis,https://cb.imsc.res.in/imppat/phytochemical/Durio%20kutejensis
Durio zibethinus,https://cb.imsc.res.in/imppat/phytochemical/Durio%20zibethinus
Dyera costulata,https://cb.imsc.res.in/imppat/phytochemical/Dyera%20costulata
Dysosma aurantiocaulis,https://cb.imsc.res.in/imppat/phytochemical/Dysosma%20aurantiocaulis
Dysoxylum gotadhora,https://cb.imsc.res.in/imppat/phytochemical/Dysoxylum%20gotadhora
Dysoxylum malabaricum,https://cb.imsc.res.in/imppat/phytochemical/Dysoxylum%20malabaricum
Dysphania ambrosioides,https://cb.imsc.res.in/imppat/phytochemical/Dysphania%20ambrosioides
Dysphania botrys,https://cb.imsc.res.in/imppat/phytochemical/Dysphania%20botrys
Ecballium elaterium,https://cb.imsc.res.in/imppat/phytochemical/Ecballium%20elaterium
Ecbolium ligustrinum,https://cb.imsc.res.in/imppat/phytochemical/Ecbolium%20ligustrinum
Ecbolium viride,https://cb.imsc.res.in/imppat/phytochemical/Ecbolium%20viride
Echeveria secunda,https://cb.imsc.res.in/imppat/phytochemical/Echeveria%20secunda
Echinacea angustifolia,https://cb.imsc.res.in/imppat/phytochemical/Echinacea%20angustifolia
Echinochloa colona,https://cb.imsc.res.in/imppat/phytochemical/Echinochloa%20colona
Echinochloa crus-galli,https://cb.imsc.res.in/imppat/phytochemical/Echinochloa%20crus-galli
Echinochloa frumentacea,https://cb.imsc.res.in/imppat/phytochemical/Echinochloa%20frumentacea
Echinops echinatus,https://cb.imsc.res.in/imppat/phytochemical/Echinops%20echinatus
Echinops niveus,https://cb.imsc.res.in/imppat/phytochemical/Echinops%20niveus
