Phytochemicals,Link
Ferula galbaniflua,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20galbaniflua
Ferula jaeschkeana,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20jaeschkeana
Ferula moschata,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20moschata
Ferula narthex,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20narthex
Ferula oopoda,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20oopoda
Ferula ovina,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20ovina
Ferula persica,https://cb.imsc.res.in/imppat/phytochemical/Ferula%20persica
Festuca arundinacea,https://cb.imsc.res.in/imppat/phytochemical/Festuca%20arundinacea
Fibraurea tinctoria,https://cb.imsc.res.in/imppat/phytochemical/Fibraurea%20tinctoria
Ficus auriculata,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20auriculata
Ficus benghalensis,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20benghalensis
Ficus benjamina,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20benjamina
Ficus carica,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20carica
Ficus elastica,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20elastica
Ficus exasperata,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20exasperata
Ficus hispida,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20hispida
Ficus lacor,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20lacor
Ficus microcarpa,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20microcarpa
Ficus palmata,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20palmata
Ficus pumila,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20pumila
Ficus racemosa,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20racemosa
Ficus religiosa,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20religiosa
Ficus retusa,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20retusa
Ficus rumphii,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20rumphii
Ficus sarmentosa,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20sarmentosa
Ficus septica,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20septica
Ficus virens,https://cb.imsc.res.in/imppat/phytochemical/Ficus%20virens
Filicium decipiens,https://cb.imsc.res.in/imppat/phytochemical/Filicium%20decipiens
Fimbristylis quinquangularis,https://cb.imsc.res.in/imppat/phytochemical/Fimbristylis%20quinquangularis
Finlaysonia obovata,https://cb.imsc.res.in/imppat/phytochemical/Finlaysonia%20obovata
Firmiana colorata,https://cb.imsc.res.in/imppat/phytochemical/Firmiana%20colorata
Firmiana simplex,https://cb.imsc.res.in/imppat/phytochemical/Firmiana%20simplex
Flacourtia indica,https://cb.imsc.res.in/imppat/phytochemical/Flacourtia%20indica
Flacourtia jangomas,https://cb.imsc.res.in/imppat/phytochemical/Flacourtia%20jangomas
Flagellaria indica,https://cb.imsc.res.in/imppat/phytochemical/Flagellaria%20indica
Flaveria trinervia,https://cb.imsc.res.in/imppat/phytochemical/Flaveria%20trinervia
Flemingia chappar,https://cb.imsc.res.in/imppat/phytochemical/Flemingia%20chappar
Flemingia grahamiana,https://cb.imsc.res.in/imppat/phytochemical/Flemingia%20grahamiana
Flemingia macrophylla,https://cb.imsc.res.in/imppat/phytochemical/Flemingia%20macrophylla
Flemingia procumbens,https://cb.imsc.res.in/imppat/phytochemical/Flemingia%20procumbens
Flemingia strobilifera,https://cb.imsc.res.in/imppat/phytochemical/Flemingia%20strobilifera
Fleroya stipulosa,https://cb.imsc.res.in/imppat/phytochemical/Fleroya%20stipulosa
Fleurya interrupta,https://cb.imsc.res.in/imppat/phytochemical/Fleurya%20interrupta
Flueggea leucopyrus,https://cb.imsc.res.in/imppat/phytochemical/Flueggea%20leucopyrus
Flueggea suffruticosa,https://cb.imsc.res.in/imppat/phytochemical/Flueggea%20suffruticosa
Flueggea virosa,https://cb.imsc.res.in/imppat/phytochemical/Flueggea%20virosa
Foeniculum vulgare,https://cb.imsc.res.in/imppat/phytochemical/Foeniculum%20vulgare
Forsythia viridissima,https://cb.imsc.res.in/imppat/phytochemical/Forsythia%20viridissima
Fragaria ananassa,https://cb.imsc.res.in/imppat/phytochemical/Fragaria%20ananassa
Fragaria chiloensis,https://cb.imsc.res.in/imppat/phytochemical/Fragaria%20chiloensis
Fragaria indica,https://cb.imsc.res.in/imppat/phytochemical/Fragaria%20indica
Fragaria vesca,https://cb.imsc.res.in/imppat/phytochemical/Fragaria%20vesca
Frangula purshiana,https://cb.imsc.res.in/imppat/phytochemical/Frangula%20purshiana
Fraxinus excelsior,https://cb.imsc.res.in/imppat/phytochemical/Fraxinus%20excelsior
Fraxinus floribunda,https://cb.imsc.res.in/imppat/phytochemical/Fraxinus%20floribunda
Fraxinus griffithii,https://cb.imsc.res.in/imppat/phytochemical/Fraxinus%20griffithii
Fraxinus hookeri,https://cb.imsc.res.in/imppat/phytochemical/Fraxinus%20hookeri
Fraxinus ornus,https://cb.imsc.res.in/imppat/phytochemical/Fraxinus%20ornus
Fritillaria cirrhosa,https://cb.imsc.res.in/imppat/phytochemical/Fritillaria%20cirrhosa
Fritillaria delavayi,https://cb.imsc.res.in/imppat/phytochemical/Fritillaria%20delavayi
Fritillaria imperialis,https://cb.imsc.res.in/imppat/phytochemical/Fritillaria%20imperialis
Fumana thymifolia,https://cb.imsc.res.in/imppat/phytochemical/Fumana%20thymifolia
Fumaria indica,https://cb.imsc.res.in/imppat/phytochemical/Fumaria%20indica
Fumaria officinalis,https://cb.imsc.res.in/imppat/phytochemical/Fumaria%20officinalis
Fumaria parviflora,https://cb.imsc.res.in/imppat/phytochemical/Fumaria%20parviflora
Fumaria vaillantii,https://cb.imsc.res.in/imppat/phytochemical/Fumaria%20vaillantii
Funtumia elastica,https://cb.imsc.res.in/imppat/phytochemical/Funtumia%20elastica
Furcraea foetida,https://cb.imsc.res.in/imppat/phytochemical/Furcraea%20foetida
Gaillardia aristata,https://cb.imsc.res.in/imppat/phytochemical/Gaillardia%20aristata
Gaillardia pulchella,https://cb.imsc.res.in/imppat/phytochemical/Gaillardia%20pulchella
Galega officinalis,https://cb.imsc.res.in/imppat/phytochemical/Galega%20officinalis
Galeopsis tetrahit,https://cb.imsc.res.in/imppat/phytochemical/Galeopsis%20tetrahit
Galinsoga parviflora,https://cb.imsc.res.in/imppat/phytochemical/Galinsoga%20parviflora
Galinsoga quadriradiata,https://cb.imsc.res.in/imppat/phytochemical/Galinsoga%20quadriradiata
Galium aparine,https://cb.imsc.res.in/imppat/phytochemical/Galium%20aparine
Galium asperifolium,https://cb.imsc.res.in/imppat/phytochemical/Galium%20asperifolium
Galium mollugo,https://cb.imsc.res.in/imppat/phytochemical/Galium%20mollugo
Galium verum,https://cb.imsc.res.in/imppat/phytochemical/Galium%20verum
Galphimia glauca,https://cb.imsc.res.in/imppat/phytochemical/Galphimia%20glauca
Garcinia atroviridis,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20atroviridis
Garcinia celebica,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20celebica
Garcinia cowa,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20cowa
Garcinia dulcis,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20dulcis
Garcinia gummi-gutta,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20gummi-gutta
Garcinia hanburyi,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20hanburyi
Garcinia huillensis,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20huillensis
Garcinia indica,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20indica
Garcinia livingstonei,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20livingstonei
Garcinia mangostana,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20mangostana
Garcinia morella,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20morella
Garcinia nervosa,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20nervosa
Garcinia pedunculata,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20pedunculata
Garcinia spicata,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20spicata
Garcinia talbotii,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20talbotii
Garcinia xanthochymus,https://cb.imsc.res.in/imppat/phytochemical/Garcinia%20xanthochymus
Gardenia gummifera,https://cb.imsc.res.in/imppat/phytochemical/Gardenia%20gummifera
Gardenia jasminoides,https://cb.imsc.res.in/imppat/phytochemical/Gardenia%20jasminoides
Gardenia latifolia,https://cb.imsc.res.in/imppat/phytochemical/Gardenia%20latifolia
Gardenia resinifera,https://cb.imsc.res.in/imppat/phytochemical/Gardenia%20resinifera
Garuga pinnata,https://cb.imsc.res.in/imppat/phytochemical/Garuga%20pinnata
Gaultheria fragrantissima,https://cb.imsc.res.in/imppat/phytochemical/Gaultheria%20fragrantissima
Gelsemium elegans,https://cb.imsc.res.in/imppat/phytochemical/Gelsemium%20elegans
Gelsemium sempervirens,https://cb.imsc.res.in/imppat/phytochemical/Gelsemium%20sempervirens
Gentiana argentea,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20argentea
Gentiana dahurica,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20dahurica
Gentiana depressa,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20depressa
Gentiana elwesii,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20elwesii
Gentiana kurroo,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20kurroo
Gentiana lutea,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20lutea
Gentiana olivieri,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20olivieri
Gentiana pedicellata,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20pedicellata
Gentiana prolata,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20prolata
Gentiana sikkimensis,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20sikkimensis
Gentiana spicata,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20spicata
Gentiana tibetica,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20tibetica
Gentiana veitchiorum,https://cb.imsc.res.in/imppat/phytochemical/Gentiana%20veitchiorum
Gentianopsis detonsa,https://cb.imsc.res.in/imppat/phytochemical/Gentianopsis%20detonsa
Gentianopsis paludosa,https://cb.imsc.res.in/imppat/phytochemical/Gentianopsis%20paludosa
Geranium carolinianum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20carolinianum
Geranium collinum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20collinum
Geranium nepalense,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20nepalense
Geranium platyanthum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20platyanthum
Geranium pratense,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20pratense
Geranium rectum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20rectum
Geranium robertianum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20robertianum
Geranium sibiricum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20sibiricum
Geranium wallichianum,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20wallichianum
Geranium wilfordii,https://cb.imsc.res.in/imppat/phytochemical/Geranium%20wilfordii
Gerbera gossypina,https://cb.imsc.res.in/imppat/phytochemical/Gerbera%20gossypina
Gerbera lanuginosa,https://cb.imsc.res.in/imppat/phytochemical/Gerbera%20lanuginosa
Gerbera piloselloides,https://cb.imsc.res.in/imppat/phytochemical/Gerbera%20piloselloides
Getonia floribunda,https://cb.imsc.res.in/imppat/phytochemical/Getonia%20floribunda
Geum macrophyllum,https://cb.imsc.res.in/imppat/phytochemical/Geum%20macrophyllum
Geum urbanum,https://cb.imsc.res.in/imppat/phytochemical/Geum%20urbanum
Ginkgo biloba,https://cb.imsc.res.in/imppat/phytochemical/Ginkgo%20biloba
Girardinia diversifolia,https://cb.imsc.res.in/imppat/phytochemical/Girardinia%20diversifolia
Girardinia palmata,https://cb.imsc.res.in/imppat/phytochemical/Girardinia%20palmata
Gisekia pharnaceoides,https://cb.imsc.res.in/imppat/phytochemical/Gisekia%20pharnaceoides
Givotia moluccana,https://cb.imsc.res.in/imppat/phytochemical/Givotia%20moluccana
Glaphyropteridopsis erubescens,https://cb.imsc.res.in/imppat/phytochemical/Glaphyropteridopsis%20erubescens
Glebionis coronaria,https://cb.imsc.res.in/imppat/phytochemical/Glebionis%20coronaria
Glechoma longituba,https://cb.imsc.res.in/imppat/phytochemical/Glechoma%20longituba
Gleditsia sinensis,https://cb.imsc.res.in/imppat/phytochemical/Gleditsia%20sinensis
Gleditsia triacanthos,https://cb.imsc.res.in/imppat/phytochemical/Gleditsia%20triacanthos
Glinus lotoides,https://cb.imsc.res.in/imppat/phytochemical/Glinus%20lotoides
Glinus oppositifolius,https://cb.imsc.res.in/imppat/phytochemical/Glinus%20oppositifolius
Gliricidia sepium,https://cb.imsc.res.in/imppat/phytochemical/Gliricidia%20sepium
Globba marantina,https://cb.imsc.res.in/imppat/phytochemical/Globba%20marantina
Globba sessiliflora,https://cb.imsc.res.in/imppat/phytochemical/Globba%20sessiliflora
Glochidion acuminatum,https://cb.imsc.res.in/imppat/phytochemical/Glochidion%20acuminatum
Glochidion ellipticum,https://cb.imsc.res.in/imppat/phytochemical/Glochidion%20ellipticum
Glochidion heyneanum,https://cb.imsc.res.in/imppat/phytochemical/Glochidion%20heyneanum
Glochidion hohenackeri,https://cb.imsc.res.in/imppat/phytochemical/Glochidion%20hohenackeri
Glochidion multiloculare,https://cb.imsc.res.in/imppat/phytochemical/Glochidion%20multiloculare
Gloriosa superba,https://cb.imsc.res.in/imppat/phytochemical/Gloriosa%20superba
Glossocardia bosvallia,https://cb.imsc.res.in/imppat/phytochemical/Glossocardia%20bosvallia
Glycine max,https://cb.imsc.res.in/imppat/phytochemical/Glycine%20max
Glycosmis mauritiana,https://cb.imsc.res.in/imppat/phytochemical/Glycosmis%20mauritiana
Glycosmis parviflora,https://cb.imsc.res.in/imppat/phytochemical/Glycosmis%20parviflora
Glycosmis pentaphylla,https://cb.imsc.res.in/imppat/phytochemical/Glycosmis%20pentaphylla
Glycyrrhiza glabra,https://cb.imsc.res.in/imppat/phytochemical/Glycyrrhiza%20glabra
Glycyrrhiza uralensis,https://cb.imsc.res.in/imppat/phytochemical/Glycyrrhiza%20uralensis
Gmelina arborea,https://cb.imsc.res.in/imppat/phytochemical/Gmelina%20arborea
Gmelina asiatica,https://cb.imsc.res.in/imppat/phytochemical/Gmelina%20asiatica
Gmelina philippensis,https://cb.imsc.res.in/imppat/phytochemical/Gmelina%20philippensis
Gnaphalium pensylvanicum,https://cb.imsc.res.in/imppat/phytochemical/Gnaphalium%20pensylvanicum
Gnaphalium polycaulon,https://cb.imsc.res.in/imppat/phytochemical/Gnaphalium%20polycaulon
Gnetum gnemon,https://cb.imsc.res.in/imppat/phytochemical/Gnetum%20gnemon
Gnetum montanum,https://cb.imsc.res.in/imppat/phytochemical/Gnetum%20montanum
Gnetum parvifolium,https://cb.imsc.res.in/imppat/phytochemical/Gnetum%20parvifolium
Gnetum ula,https://cb.imsc.res.in/imppat/phytochemical/Gnetum%20ula
Gnidia glauca,https://cb.imsc.res.in/imppat/phytochemical/Gnidia%20glauca
Gomphostemma niveum,https://cb.imsc.res.in/imppat/phytochemical/Gomphostemma%20niveum
Gomphrena celosioides,https://cb.imsc.res.in/imppat/phytochemical/Gomphrena%20celosioides
Gomphrena globosa,https://cb.imsc.res.in/imppat/phytochemical/Gomphrena%20globosa
Gomphrena serrata,https://cb.imsc.res.in/imppat/phytochemical/Gomphrena%20serrata
Goniothalamus sesquipedalis,https://cb.imsc.res.in/imppat/phytochemical/Goniothalamus%20sesquipedalis
Goniothalamus wightii,https://cb.imsc.res.in/imppat/phytochemical/Goniothalamus%20wightii
Gordonia obtusa,https://cb.imsc.res.in/imppat/phytochemical/Gordonia%20obtusa
Gossypium arboreum,https://cb.imsc.res.in/imppat/phytochemical/Gossypium%20arboreum
Gossypium barbadense,https://cb.imsc.res.in/imppat/phytochemical/Gossypium%20barbadense
Gossypium herbaceum,https://cb.imsc.res.in/imppat/phytochemical/Gossypium%20herbaceum
Gossypium hirsutum,https://cb.imsc.res.in/imppat/phytochemical/Gossypium%20hirsutum
Gouania leptostachya,https://cb.imsc.res.in/imppat/phytochemical/Gouania%20leptostachya
Grangea maderaspatana,https://cb.imsc.res.in/imppat/phytochemical/Grangea%20maderaspatana
Grevillea robusta,https://cb.imsc.res.in/imppat/phytochemical/Grevillea%20robusta
Grewia asiatica,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20asiatica
Grewia flavescens,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20flavescens
Grewia rothii,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20rothii
Grewia tenax,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20tenax
Grewia tiliifolia,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20tiliifolia
Grewia villosa,https://cb.imsc.res.in/imppat/phytochemical/Grewia%20villosa
Guaiacum officinale,https://cb.imsc.res.in/imppat/phytochemical/Guaiacum%20officinale
Guazuma ulmifolia,https://cb.imsc.res.in/imppat/phytochemical/Guazuma%20ulmifolia
Gueldenstaedtia multiflora,https://cb.imsc.res.in/imppat/phytochemical/Gueldenstaedtia%20multiflora
Guiera senegalensis,https://cb.imsc.res.in/imppat/phytochemical/Guiera%20senegalensis
Guizotia abyssinica,https://cb.imsc.res.in/imppat/phytochemical/Guizotia%20abyssinica
Gymnema inodorum,https://cb.imsc.res.in/imppat/phytochemical/Gymnema%20inodorum
Gymnema latifolium,https://cb.imsc.res.in/imppat/phytochemical/Gymnema%20latifolium
Gymnema montanum,https://cb.imsc.res.in/imppat/phytochemical/Gymnema%20montanum
Gymnema sylvestre,https://cb.imsc.res.in/imppat/phytochemical/Gymnema%20sylvestre
Gymnosporia acuminata,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20acuminata
Gymnosporia emarginata,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20emarginata
Gymnosporia montana,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20montana
Gymnosporia ovata,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20ovata
Gymnosporia senegalensis,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20senegalensis
Gymnosporia spinosa,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20spinosa
Gymnosporia wallichiana,https://cb.imsc.res.in/imppat/phytochemical/Gymnosporia%20wallichiana
Gynocardia odorata,https://cb.imsc.res.in/imppat/phytochemical/Gynocardia%20odorata
Gynostemma pentaphyllum,https://cb.imsc.res.in/imppat/phytochemical/Gynostemma%20pentaphyllum
Gynura bicolor,https://cb.imsc.res.in/imppat/phytochemical/Gynura%20bicolor
Gyrocarpus americanus,https://cb.imsc.res.in/imppat/phytochemical/Gyrocarpus%20americanus
Haemanthus albiflos,https://cb.imsc.res.in/imppat/phytochemical/Haemanthus%20albiflos
Haematoxylum campechianum,https://cb.imsc.res.in/imppat/phytochemical/Haematoxylum%20campechianum
Hagenia abyssinica,https://cb.imsc.res.in/imppat/phytochemical/Hagenia%20abyssinica
Hakea salicifolia,https://cb.imsc.res.in/imppat/phytochemical/Hakea%20salicifolia
Haldina cordifolia,https://cb.imsc.res.in/imppat/phytochemical/Haldina%20cordifolia
Halenia elliptica,https://cb.imsc.res.in/imppat/phytochemical/Halenia%20elliptica
Halophila ovalis,https://cb.imsc.res.in/imppat/phytochemical/Halophila%20ovalis
Haloxylon salicornicum,https://cb.imsc.res.in/imppat/phytochemical/Haloxylon%20salicornicum
Hamelia patens,https://cb.imsc.res.in/imppat/phytochemical/Hamelia%20patens
Handroanthus impetiginosus,https://cb.imsc.res.in/imppat/phytochemical/Handroanthus%20impetiginosus
Handroanthus serratifolius,https://cb.imsc.res.in/imppat/phytochemical/Handroanthus%20serratifolius
Haplanthodes tentaculatus,https://cb.imsc.res.in/imppat/phytochemical/Haplanthodes%20tentaculatus
Haplanthodes verticillatus,https://cb.imsc.res.in/imppat/phytochemical/Haplanthodes%20verticillatus
Haplanthus tentaculatus,https://cb.imsc.res.in/imppat/phytochemical/Haplanthus%20tentaculatus
Hardwickia binata,https://cb.imsc.res.in/imppat/phytochemical/Hardwickia%20binata
Hardwickia mannii,https://cb.imsc.res.in/imppat/phytochemical/Hardwickia%20mannii
Harpephyllum caffrum,https://cb.imsc.res.in/imppat/phytochemical/Harpephyllum%20caffrum
Harrisonia bennettii,https://cb.imsc.res.in/imppat/phytochemical/Harrisonia%20bennettii
Harrisonia perforata,https://cb.imsc.res.in/imppat/phytochemical/Harrisonia%20perforata
Haussknechtia elymaitica,https://cb.imsc.res.in/imppat/phytochemical/Haussknechtia%20elymaitica
Hedera colchica,https://cb.imsc.res.in/imppat/phytochemical/Hedera%20colchica
Hedera helix,https://cb.imsc.res.in/imppat/phytochemical/Hedera%20helix
Hedera nepalensis,https://cb.imsc.res.in/imppat/phytochemical/Hedera%20nepalensis
Hedera rhombea,https://cb.imsc.res.in/imppat/phytochemical/Hedera%20rhombea
Hedychium coccineum,https://cb.imsc.res.in/imppat/phytochemical/Hedychium%20coccineum
Hedychium coronarium,https://cb.imsc.res.in/imppat/phytochemical/Hedychium%20coronarium
Hedychium longicornutum,https://cb.imsc.res.in/imppat/phytochemical/Hedychium%20longicornutum
Hedychium spicatum,https://cb.imsc.res.in/imppat/phytochemical/Hedychium%20spicatum
Heimia salicifolia,https://cb.imsc.res.in/imppat/phytochemical/Heimia%20salicifolia
Helianthemum glomeratum,https://cb.imsc.res.in/imppat/phytochemical/Helianthemum%20glomeratum
Helianthus annuus,https://cb.imsc.res.in/imppat/phytochemical/Helianthus%20annuus
Helianthus tuberosus,https://cb.imsc.res.in/imppat/phytochemical/Helianthus%20tuberosus
Helicanthes elasticus,https://cb.imsc.res.in/imppat/phytochemical/Helicanthes%20elasticus
Helichrysum buddleioides,https://cb.imsc.res.in/imppat/phytochemical/Helichrysum%20buddleioides
Helichrysum odoratissimum,https://cb.imsc.res.in/imppat/phytochemical/Helichrysum%20odoratissimum
Helicia nilagirica,https://cb.imsc.res.in/imppat/phytochemical/Helicia%20nilagirica
Helicteres angustifolia,https://cb.imsc.res.in/imppat/phytochemical/Helicteres%20angustifolia
Helicteres isora,https://cb.imsc.res.in/imppat/phytochemical/Helicteres%20isora
Heliotropium arborescens,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20arborescens
Heliotropium bacciferum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20bacciferum
Heliotropium crispum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20crispum
Heliotropium curassavicum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20curassavicum
Heliotropium eichwaldii,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20eichwaldii
Heliotropium ellipticum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20ellipticum
Heliotropium indicum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20indicum
Heliotropium keralense,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20keralense
Heliotropium lasiocarpum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20lasiocarpum
Heliotropium marifolium,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20marifolium
Heliotropium ovalifolium,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20ovalifolium
Heliotropium strigosum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20strigosum
Heliotropium supinum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20supinum
Heliotropium tuberculosum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20tuberculosum
Heliotropium zeylanicum,https://cb.imsc.res.in/imppat/phytochemical/Heliotropium%20zeylanicum
Helleborus niger,https://cb.imsc.res.in/imppat/phytochemical/Helleborus%20niger
Helleborus viridis,https://cb.imsc.res.in/imppat/phytochemical/Helleborus%20viridis
Helminthostachys zeylanica,https://cb.imsc.res.in/imppat/phytochemical/Helminthostachys%20zeylanica
Hemerocallis fulva,https://cb.imsc.res.in/imppat/phytochemical/Hemerocallis%20fulva
Hemidesmus indicus,https://cb.imsc.res.in/imppat/phytochemical/Hemidesmus%20indicus
Hemidictyum ceterach,https://cb.imsc.res.in/imppat/phytochemical/Hemidictyum%20ceterach
Hemigraphis hirta,https://cb.imsc.res.in/imppat/phytochemical/Hemigraphis%20hirta
Hemistepta lyrata,https://cb.imsc.res.in/imppat/phytochemical/Hemistepta%20lyrata
Heracleum aquilegifolium,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20aquilegifolium
Heracleum candicans,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20candicans
Heracleum candolleanum,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20candolleanum
Heracleum canescens,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20canescens
Heracleum lanatum,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20lanatum
Heracleum nepalense,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20nepalense
Heracleum pinnatum,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20pinnatum
Heracleum rigens,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20rigens
Heracleum sprengelianum,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20sprengelianum
Heracleum thomsonii,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20thomsonii
Heracleum wallichii,https://cb.imsc.res.in/imppat/phytochemical/Heracleum%20wallichii
Heritiera fomes,https://cb.imsc.res.in/imppat/phytochemical/Heritiera%20fomes
Heritiera littoralis,https://cb.imsc.res.in/imppat/phytochemical/Heritiera%20littoralis
Hernandia guianensis,https://cb.imsc.res.in/imppat/phytochemical/Hernandia%20guianensis
Hernandia nymphaeifolia,https://cb.imsc.res.in/imppat/phytochemical/Hernandia%20nymphaeifolia
Herniaria glabra,https://cb.imsc.res.in/imppat/phytochemical/Herniaria%20glabra
Herniaria hirsuta,https://cb.imsc.res.in/imppat/phytochemical/Herniaria%20hirsuta
Herpetospermum pedunculosum,https://cb.imsc.res.in/imppat/phytochemical/Herpetospermum%20pedunculosum
Hesperethusa crenulata,https://cb.imsc.res.in/imppat/phytochemical/Hesperethusa%20crenulata
Hesperis matronalis,https://cb.imsc.res.in/imppat/phytochemical/Hesperis%20matronalis
Heteropanax fragrans,https://cb.imsc.res.in/imppat/phytochemical/Heteropanax%20fragrans
Heteropappus altaicus,https://cb.imsc.res.in/imppat/phytochemical/Heteropappus%20altaicus
Heterophragma quadriloculare,https://cb.imsc.res.in/imppat/phytochemical/Heterophragma%20quadriloculare
Heteropogon contortus,https://cb.imsc.res.in/imppat/phytochemical/Heteropogon%20contortus
Heterostemma tanjorense,https://cb.imsc.res.in/imppat/phytochemical/Heterostemma%20tanjorense
Hevea brasiliensis,https://cb.imsc.res.in/imppat/phytochemical/Hevea%20brasiliensis
Heynea trijuga,https://cb.imsc.res.in/imppat/phytochemical/Heynea%20trijuga
Hibiscus cannabinus,https://cb.imsc.res.in/imppat/phytochemical/Hibiscus%20cannabinus
Hibiscus hispidissimus,https://cb.imsc.res.in/imppat/phytochemical/Hibiscus%20hispidissimus
Hibiscus micranthus,https://cb.imsc.res.in/imppat/phytochemical/Hibiscus%20micranthus
Hibiscus mutabilis,https://cb.imsc.res.in/imppat/phytochemical/Hibiscus%20mutabilis
Hibiscus rosa-sinensis,https://cb.imsc.res.in/imppat/phytochemical/Hibiscus%20rosa-sinensis
